smiles,qed,sas,gsk3b_score,jnk3_score,weight,logP
CC(C)CC(NC(=O)C(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccc(O)cc1)C(N)=O,0.0851998348184657,4.109125291491672,0.03,0.01,703.837,1.575100000000005
Cc1c(-c2ccc(C(F)(F)F)cc2)c(=O)c(C(O)=Nc2ccc(S(C)(=O)=O)cc2F)cn1C1CC(F)CO1,0.2621480891045488,4.07361573257036,0.09,0.03,556.5090000000001,5.278420000000004
CCCCCCCC=CCC=CCC=CCC=CCC=CCCCOCC(=O)O,0.168639399643498,3.0186478885541934,0.03,0.0,402.61900000000026,7.569700000000008
Cc1cc(C(=O)NC2CCN(C)CC2)nn1Cc1cc(Cl)ccc1-c1ccc(Cl)cc1,0.5844015183956659,2.331508598707293,0.05,0.02,457.4050000000001,5.037620000000004
Cc1ccc(-c2c(C)[nH]c(=O)c3ccc(Cl)c(Cl)c23)cc1,0.6635768385596525,2.2327391111483497,0.14,0.03,318.20300000000003,5.1187400000000025
Nc1cccc2c(Cn3c(-c4ccc(S(N)(=O)=O)cc4)cc4ccccc43)cccc12,0.4059497652784214,2.2570853803526134,0.16,0.04,427.52900000000017,4.739400000000003
CCCCCc1nn(-c2ccccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,0.1770850516771531,2.5674738812220443,0.06,0.05,615.1550000000002,6.254100000000006
O=C(Nc1ccc(F)cc1)C1(C(F)(F)F)CCCN1,0.8146039432205106,3.126251126869912,0.01,0.0,276.23299999999995,2.4486999999999997
CC(=O)c1ccc(CO[N+](=O)[O-])cc1CNc1ccc(OC(C)(C)C)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,0.0884163959853566,2.7637320650060837,0.02,0.05,533.5850000000003,4.923270000000003
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)C(=O)N1CCCC1C(=O)O,0.6985700395410256,3.367958679790508,0.0,0.0,356.41900000000015,1.5704999999999998
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c(=O)[nH]c(N4CCNCC4)nc32)cc1,0.5249680374987482,2.8423902514592285,0.11,0.02,443.4110000000002,0.1846000000000001
Cc1cc(NCCN2CCN(c3c(F)cccc3Cl)CC2)c2cccc(O)c2n1,0.6524065137041637,2.437643234774237,0.04,0.09,414.9120000000002,4.275420000000004
N#Cc1ccc(-c2ccc3c(=O)cc(N4CCOCC4)oc3c2)cc1,0.7209677406522648,2.37426493480678,0.27,0.09,332.35900000000004,3.168280000000001
O=C(c1ccc(CN2CCC(C(O)=NC3(C(F)(F)F)CC3)CC2)s1)N1CCC(O)C1,0.5391337434288918,3.631816028588041,0.02,0.0,445.5070000000003,3.218300000000003
COC(=O)CC(C(=O)N(C)C(CCC1CCCC1)C(=O)NO)c1cc(C(C)(C)C)ccc1C,0.3264013077383065,3.575181451673746,0.01,0.01,460.6150000000002,4.242020000000003
CC(Oc1cc(-c2c(C)n[nH]c2Cl)ccc1C(C)(C)C)C(=O)O,0.8774588530276568,3.10071119193859,0.25,0.03,336.8190000000001,4.187920000000002
CC1=C(Sc2ccccc2)C(c2ccc(O)cc2)C(=O)N(C(C)(C)C)S(=O)(=O)C1,0.7737653244538025,3.4941820138622006,0.07,0.02,431.57900000000024,4.512600000000004
Cn1cc(-c2csc(N3CCOCC3)n2)c(-c2cccc(F)c2)n1,0.7318536234899594,2.4351011556383693,0.11,0.14,344.41499999999996,3.186300000000002
CC(=O)Nc1sc2ccccc2c1-c1nnc(O)s1,0.7605248321439367,2.810261764037339,0.03,0.04,291.357,3.0838000000000005
COCCCN1CCN(CCNC(=O)c2ccc(-c3cnccc3C)c3cc(OC)ccc23)CC1,0.4512334820322584,2.4277605212813302,0.22,0.06,476.6210000000003,3.6027200000000033
O=C(O)C1CCCCc2cc(C(=O)Nc3ccc(Cl)cc3C(F)(F)F)ccc21,0.654680780980528,2.677492034163441,0.02,0.02,411.80700000000013,5.505700000000004
CCC(NC(C)C)C(O)Cc1ccc(O)cc1,0.7097014078094439,3.0007120649641026,0.0,0.01,237.343,2.0721999999999996
Cc1ccccc1CNC(=O)C1C2CC3CCC1CC(C2)N3C(=O)C=Cc1ccc2ccccc2c1,0.4654689598592247,4.792242363250967,0.04,0.04,478.6360000000002,5.883520000000006
COc1cc(-c2ccc3ncnc(Nc4cccc5[nH]cnc45)c3c2)ccc1OC,0.4372068800924633,2.362475431339588,0.36,0.18,397.4380000000001,4.933900000000003
CC(C)(C)N=C(O)N1CCn2c(c(C(=N)O)c(-c3cc(C(=O)N(C)C)ccc3F)c2C2CC2)C1,0.4589713656754577,3.447972470275934,0.03,0.02,469.56100000000026,4.284870000000003
O=C(NC(CCc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2ccccc2)CC1)c1cccs1,0.1754283961024707,2.9930513086142003,0.04,0.0,635.6610000000002,6.467200000000007
CC(C(=O)N1CCC(N2CCC(c3ccnc(Cl)c3)CC2)CC1)C(C)(c1ccccc1)c1ccccc1,0.3492340091813331,3.209176651053074,0.11,0.11,516.1290000000004,6.547700000000008
COc1ccc2c(c1)CC1C(Nc3cccc(Cl)c3F)CN(C(=O)NC(C)(C)C)CC21,0.6948109622372493,3.648382117355247,0.02,0.06,445.96600000000024,5.048000000000004
COc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)cc1,0.2285729270257317,2.5794079336668787,0.06,0.02,574.4150000000001,7.225800000000005
Cc1ccccc1-c1ccc2c(CCN(C)C)cccc2n1,0.711353285531617,1.9302398407032408,0.04,0.04,290.40999999999997,4.314320000000003
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(C)(C)C)cc3)cc21,0.7479323825838333,2.516824506536567,0.1,0.03,369.46500000000015,3.5302000000000024
Cc1cc(C)c(-c2nc3cc(N4CCCCC4C)ccc3n2C(C)C)cn1,0.601367218052625,3.016432069194627,0.09,0.02,362.5210000000001,5.674840000000006
O=C(NC1CCCC1O)c1ccc(-c2ccccc2)o1,0.9015757219264792,2.6959831560377605,0.02,0.01,271.31600000000003,2.589800000000001
COc1ccc(OCCN(CCCCC(=O)O)c2ccc3c(c2)C(=O)c2c(cc[nH]2)CCN3)cc1,0.3525680488125485,2.8571215266126337,0.17,0.06,477.56100000000015,4.362600000000003
FC(F)(F)c1ccc(-c2cc(-c3ccncc3)[nH]n2)cc1,0.7693801238953545,2.154177466586015,0.63,0.09,289.26000000000005,4.157500000000002
CC(C)(C)NC(=O)C1OC(n2cnc3c(NCc4ccc(F)c(F)c4)ncnc32)C(O)C1F,0.5306265774891491,3.9901462585024303,0.23,0.06,464.4480000000001,2.2276999999999996
Cn1cc(C#N)cc1-c1ccc2c(c1)SC1c3cc(OCC(N)=O)ccc3CCC1NC2=O,0.6232376478575593,3.9372441247644616,0.16,0.04,458.54300000000035,3.3194800000000004
COc1cccc(C(=O)COc2ccc(C=CC(=O)O)cc2)c1,0.6281447341868551,1.8471151575892184,0.0,0.02,312.321,3.0547000000000013
CCC(NC(=O)C(Nc1cccc(C(F)(F)F)c1)C(C)C)C(=O)C(=O)NC(CC(=O)O)C(=O)COc1c(F)cccc1F,0.1757218837227411,3.791779208964997,0.03,0.01,615.5520000000004,3.491600000000001
CCC(C)C(NC(=O)C(NC(=O)C(=O)c1ccccc1)C(C)C)C(=O)NNC(=O)OCc1ccccc1,0.2078366342338396,3.293499014060224,0.02,0.02,510.59100000000024,2.4985999999999997
CC(CC(O)c1cn(-c2ccc(Br)cc2)nn1)N(O)C(N)=O,0.546070034982509,3.6725489406447513,0.03,0.04,370.2070000000001,1.6116999999999997
COc1cc2onc(C)c(=O)c2cc1OC(C)C,0.8347477719937414,2.34475200369992,0.01,0.0,249.266,2.2922200000000004
Cc1cc(Nc2ncc(F)c(C3(C)CC(C(F)(F)F)OC(N)=N3)n2)ccc1N(O)C1CCNCC1,0.3660488340023395,4.346896228325038,0.3,0.22,497.49700000000024,3.4964200000000014
COc1ccc(CC(C#Cc2cccc(C)c2)CO)cc1,0.8714827813917393,2.7182513067361427,0.02,0.0,280.36699999999996,3.2063200000000016
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc(Oc2ccnc(N=C(O)C3CC3)c2)cc1,0.3344904018040912,2.5900018394427846,0.08,0.07,455.4360000000002,6.071900000000004
NOC(=Nc1ccc2c(c1)[nH]c1cccnc12)c1ccc(Cl)cc1,0.3246126680798673,2.7085508259680395,0.27,0.08,336.78200000000004,4.3381000000000025
CCCc1cc(CCc2ccc(C(F)(F)F)cc2)c(O)nc1C,0.8528439945978956,2.4731639487980086,0.02,0.01,323.35800000000006,4.852120000000005
CCOc1ccc(CC(NC(=O)c2cccc3ccc(NC(=O)N(C)C)cc23)c2ccccc2)cc1,0.3220419036812842,2.6514415097329227,0.03,0.02,481.5960000000002,6.045800000000005
CCCNc1cc(NC(=O)Cc2cccc(F)c2)ccc1C(C)(C)C,0.7642362942319236,2.048865282999385,0.02,0.04,342.4580000000001,5.126300000000004
CCCCn1ncc2c(N3CC4CN(C(=O)c5ccccc5-c5ccccc5)CC4C3)ncnc21,0.4185411085172711,3.2672072713406752,0.17,0.06,466.58900000000017,4.501800000000004
CCOc1ccc(CC2COC(=O)N2c2ccn3ncc(-c4ccnc(OC)c4)c3n2)cc1,0.4276532220443075,3.2754676740097857,0.19,0.1,445.47900000000016,3.7665000000000024
Cc1cc(CN2CCC3(CC2)CN(CC2CCOCC2)C(=O)N3)ccc1F,0.8801328607717599,3.289233766485191,0.05,0.04,375.48800000000006,2.9205200000000007
CN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(C5CC5)cc4)cc3)c2C1=O,0.431356700988676,4.53692236385109,0.09,0.01,568.6780000000002,5.275600000000005
CCCOc1ccc(-c2c3c(nn2C)CCc2nc(Nc4ccn(C)n4)ncc2C3=O)cc1,0.4869834483491134,2.96903035713901,0.23,0.09,443.5110000000001,3.4726000000000017
C=C(C#N)c1cccc(NS(=O)(=O)c2ccc(C(=O)OC(C)C)cc2)c1,0.619059143642026,2.299609554469079,0.02,0.0,370.4300000000001,3.589380000000002
C=CCN1C(C)Cc2ccccc2C=C1c1cccc(C(=CC(=O)O)C(=O)O)c1,0.5727068525295691,3.3300654283380204,0.07,0.03,389.45100000000014,4.169900000000003
CC(C)CC(=O)N1CC(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)C(c2ccccc2)C1,0.4393290437622549,3.0913220398553065,0.0,0.0,509.69400000000024,5.208500000000005
C=CCCN1CCCC(n2c(=N)[nH]c3ccc(C)cc32)C1,0.8331711230925,3.370017460582297,0.08,0.0,284.40700000000004,2.970290000000001
COc1cc(-c2cc3oc(C(CN)Cc4ccccc4)c(C)c3cc2OC)ccc1O,0.4200029948279225,2.9518955857105684,0.06,0.0,417.50500000000017,5.416020000000006
CCC(=O)Nc1cn(CC(=O)N2C(C(O)=NC(C)=O)CC3CC32)c2cnccc12,0.5900891784455639,4.051214653103532,0.06,0.03,397.4350000000002,1.8771999999999986
CC(C)N1CCN(C(=O)C2CCCN2C(=O)c2cc(Cc3nnc(O)c4c3CCCC4)ccc2F)CC1,0.6667931677275789,3.364234521033559,0.01,0.01,509.62600000000043,2.948100000000001
CCOc1ccccc1N1CCN(CCCCC(=O)NC2CCCc3cc(CN4CCN(C)CC4)ccc32)CC1,0.423215656363007,2.943003121793246,0.05,0.01,547.7880000000002,4.318800000000004
Cc1c(Oc2cccc(Cl)c2CC2CC(C)(O)C(=O)N2C)cnn1-c1ccc(F)cc1,0.6384006385136198,3.665288410495097,0.03,0.0,443.90600000000006,4.289720000000003
Cc1nc(-c2cccc(C(=O)Nc3cncc(Cl)c3Nc3ccc(Cl)cc3)c2)no1,0.4110556099926108,2.395253639178261,0.17,0.22,440.29000000000013,5.742720000000003
CC1(C)CCC(COc2ccc(C#N)cc2)=NO1,0.8210629201539222,2.804258864905941,0.03,0.02,244.294,2.882080000000001
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,0.1631156326864287,2.6469277195034437,0.03,0.01,592.8500000000001,7.106800000000008
Fc1ccc(C2CN3CCCC3c3cc(-n4cnnn4)ccc32)cc1F,0.7097106689824488,3.3241101336503998,0.05,0.04,353.37600000000003,3.222900000000002
O=C(COc1ccccc1)N1CCCC1c1nc(COCCCc2ccccc2)no1,0.4612737516718974,2.7191169751906514,0.02,0.01,421.4970000000002,3.9615000000000027
COc1ccc2ccccc2c1C(=O)NCCCCN(C)Cc1ccc(Cl)cc1,0.4961690075967742,2.024398934496201,0.01,0.02,410.94500000000005,5.143800000000005
O=C(C1CCCN1C(=O)CCCCCCCOCCOc1ccc(-c2ccccc2)cc1)N1CCCC1,0.3083863685340132,2.7246558376985472,0.02,0.06,506.68700000000024,5.7030000000000065
CC1CCC(C)(Nc2ncc(Cl)c(Nc3ccccc3)n2)CCC1,0.7040176864051555,3.1715839727322948,0.43,0.32,344.89000000000016,5.644400000000004
NC(=O)c1cccc2c1c(C(=O)Nc1cccc(Cl)c1)cn2Cc1ccccc1,0.5065615995398002,2.062656024394256,0.05,0.04,403.8690000000001,4.694200000000002
CN(C)CCOc1ccc2cc(-c3nc4ccccc4o3)cnc2c1,0.5527298049204968,2.19715555651384,0.18,0.13,333.3910000000001,3.983400000000003
CCC(C)C(NC(=O)c1c[nH]c2ccc(F)cc12)C(=O)NCCCc1ccc(F)cc1,0.4446263415891777,2.9243071385192785,0.01,0.02,427.49500000000023,4.339600000000003
CCCc1nc(CNCc2cccc(C)n2)c(C(=O)O)c(Cc2ccccc2Cl)c1Cc1ccc(Cl)cc1,0.2071614732231348,2.796543659194516,0.03,0.02,548.5140000000004,7.213920000000007
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccc(F)c3)c3c(F)cccc32)CC1,0.5741653167384638,2.7493103549131046,0.05,0.06,481.93400000000025,4.740400000000005
Cc1ccc2c(c1)C(CCOCC1CCC(CN3CCC(NC(=O)C=Cc4ccc([N+](C)(C)C)cc4)CC3)CC1)CCC2=O,0.17597512668047,3.661277880019979,0.02,0.03,600.8679999999999,6.758920000000008
CC(=O)OC1OC(NCC(=O)N2CC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2C(=O)N2CC3(C)CCCCN3C2)C(O)=NC1C(=O)OC,0.3148398088624323,5.119002600328996,0.04,0.03,711.5999999999999,1.3178000000000034
Oc1ccc(Br)cc1CNc1ncc(Br)c2ccccc12,0.6359413496832104,2.201995158893709,0.04,0.06,408.0930000000001,5.0775000000000015
CN(CC(=O)Nc1ccc(F)cc1)Cc1ccc(Oc2ccc(Br)cc2)cc1,0.5281613162937481,1.836188313893432,0.0,0.01,443.31600000000003,5.451000000000004
CN1CCC=C(c2nsnc2OCCOCCOCCNC2=CCC(c3ccccc3)C2O)C1,0.4180220411704586,4.042715752804088,0.1,0.06,486.6380000000002,2.690900000000001
CC(C)(C)CC(=O)Nc1ccc(-c2ccc3nc(C(C(=O)NCCS(N)(=O)=O)S(=O)(=O)Cc4ccccc4)sc3c2)cc1,0.2181404536709465,3.3736085885107734,0.16,0.01,642.8250000000004,4.398800000000003
O=C(NC1CCCCCC1)c1cc2cc(OCc3ccccc3)ccc2o1,0.6120805250777451,1.9880463464534053,0.01,0.02,363.45700000000005,5.464400000000005
NC(CC(=O)N1Cc2onnc2C=C1C(CO)Cl)Cc1cc(F)c(F)cc1F,0.5485473258126259,4.442456354893884,0.06,0.01,416.7870000000001,1.7298
N#Cc1cc(F)cc(C#Cc2ccccn2)c1,0.6419483400422891,2.484926550443383,0.13,0.11,222.222,2.4921800000000003
CN(C)Cc1ccc(O)cc1-c1ccc(-c2c(C(=O)N(C)C)c(C(=O)Nc3ccc(F)cc3)sc2NC(C)=O)cc1,0.2432521345853962,2.784403144239336,0.1,0.02,574.6780000000001,5.900900000000005
CC12CCC3c4cc(Cl)c(C(N)=O)cc4CCC3C1CCC2=O,0.8488886155564178,3.5975705962852444,0.07,0.0,331.8430000000001,3.8641000000000023
Cc1ccc2c(NCCN3CCN(Cc4ccc(F)cc4)CC3)cc(=O)c3ccccc3n12,0.4855494344661327,2.4962641223211968,0.07,0.02,444.5540000000002,4.129920000000004
Clc1ccc(Cc2nnc(Cc3cccc4c3CCC4)o2)cc1,0.7139757843831585,2.2644834381322045,0.01,0.0,324.8110000000001,4.393300000000003
CCC(CNc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cncnc1OC,0.3371570470758526,3.435823379748862,0.19,0.13,439.4720000000002,1.8378999999999999
OCCSCCCN1CCN(c2cc(=O)n(-c3ccc(Cl)cc3)c(Cl)c2)CC1,0.5019514246443946,2.605016775431894,0.04,0.01,442.41200000000015,3.3819000000000017
CN1CCN(C2CCCCC2)CC1,0.6071148835140623,1.8715923815877729,0.0,0.0,182.31099999999995,1.5664999999999998
