SMILES,Title,Rationale1,Rationale2,Core1,Core2,SA,QED,Weight,LogP,RotBond,Filtered,docking_pred1,docking_pred2,total_score,6Y9S_SP,4WHZ_SP,TPSA,HBA,HBD,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
O=C1NC(=O)C(c2ccc3c(c2)COC3)=C1c1ccnc(Nc2ccc(N3CCOCC3)cc2)c1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R0,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,C1CN(c2ccc(Nc3ccccn3)cc2)CCO1,O=C1C=CC(=O)N1,Nc1ccccn1,2.7766973338871637,0.5555011007572997,468.5130000000002,3.2592000000000017,5,False,10.166410446166992,12.10813808441162,384.9920246769551,-10.0022237236508,-12.3019635882261,92.79,7,2,CHEMBL1164526,0.6478221506890656,CHEMBL3099967,0.7639149123773834,0.26744186046511625,0.4722222222222222
CCOc1ccccc1Nc1cc(C2=C(c3ccc4c(c3)COC4)C(=O)NC2=O)ccn1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R10,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,CCOc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.6963121146043747,0.5815921148441503,427.4600000000002,3.8213000000000017,6,True,9.897419929504396,12.15845775604248,391.3788413177857,-9.99074594381315,-12.1003714436146,89.55,6,2,CHEMBL483669,0.6724792408066429,CHEMBL1644620,0.7575795383655646,0.20930232558139536,0.25882352941176473
COc1cccc(C2=C(c3ccnc(Nc4ccccc4F)c3)C(=O)NC2=O)c1,AIxFuse|_C0_A2S0_R3|_C7_A3S0_R7,COc1cccc(C2=CC(=O)NC2=O)c1,Fc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.364617284820577,0.6527256490414318,389.38600000000014,3.5401000000000007,5,True,10.058834075927734,11.794878959655762,423.3681393718944,-9.88410223144204,-11.6842940522591,80.32,5,2,CHEMBL1082151,0.6596812649014934,CHEMBL1644636,0.7656188861353854,0.30666666666666664,0.21839080459770116
COc1ccccc1Nc1cc(C2=C(c3cccc(Cl)c3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A2S0_R20|_C7_A3S0_R21,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,COc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.359158897424841,0.6256819119335514,405.84100000000007,4.054400000000003,5,True,9.573050498962402,11.968748092651367,383.8794903113193,-9.69780657427467,-11.7037640496045,80.32000000000001,5,2,CHEMBL346107,0.6481481481481481,CHEMBL1644620,0.7051782789467054,0.38461538461538464,0.23170731707317074
O=C1NC(=O)C(c2ccc3c(c2)COC3)=C1c1ccnc(Nc2ccccc2F)c1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R7,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,Fc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.67974405926339,0.6537350995376919,401.397,3.561700000000002,4,True,10.176276206970217,12.247758865356444,441.5229130982917,-9.78603194752367,-12.5428555549001,80.32000000000001,5,2,CHEMBL4082198,0.6554632119286239,CHEMBL1644624,0.8424309088409184,0.15730337078651685,0.28378378378378377
COc1ccc(C2=C(c3ccnc(Nc4ccccc4F)c3)C(=O)NC2=O)cc1,AIxFuse|_C0_A2S0_R4|_C7_A3S0_R7,COc1ccc(C2=CC(=O)NC2=O)cc1,Fc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.318014133754776,0.6527256490414318,389.38600000000014,3.5401000000000007,5,True,10.103766441345217,11.982818603515623,441.9376237757388,-9.99792571310213,-11.9852659095198,80.32,5,2,CHEMBL160598,0.6296683207103683,CHEMBL1644624,0.8133205689277899,0.4166666666666667,0.32857142857142857
O=C1NC(=O)C(c2coc3ccccc23)=C1c1ccnc(NC2CCCCC2)c1,AIxFuse|_C0_A3S0_R0|_C7_A3S0_R5,O=C1C=C(c2coc3ccccc23)C(=O)N1,C1CCC(Nc2ccccn2)CC1,O=C1C=CC(=O)N1,Nc1ccccn1,2.622108722426203,0.6575055341012204,387.43900000000025,4.139600000000002,4,True,9.882650375366213,11.54450511932373,371.7206664249748,-9.98555995198739,-11.9568125197449,84.23,5,2,CHEMBL3398197,0.7293992557150453,CHEMBL1644619,0.815284904131785,0.2345679012345679,0.358974358974359
O=C1NC(=O)C(c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)=C1c1ccccc1,AIxFuse|_C0_A2S0_R8|_C7_A3S0_R0,O=C1C=C(c2ccccc2)C(=O)N1,C1CN(c2ccc(Nc3ccccn3)cc2)CCO1,O=C1C=CC(=O)N1,Nc1ccccn1,2.410867143377933,0.6098036668307503,426.47600000000017,3.229000000000001,5,False,9.89548397064209,11.782132148742676,405.4356558281052,-9.59379832290835,-11.6682972414729,83.56,6,2,CHEMBL1164526,0.6144085141219812,CHEMBL3099962,0.8997532787949617,0.3125,0.5737704918032787
Cn1cc(C2=C(c3ccnc(NC4CCCC4)c3)C(=O)NC2=O)c2cc(F)ccc21,AIxFuse|_C0_A2S0_R11|_C7_A3S0_R16,Cn1cc(C2=CC(=O)NC2=O)c2cc(F)ccc21,C1CCC(Nc2ccccn2)C1,O=C1C=CC(=O)N1,Nc1ccccn1,2.6742649093034867,0.6513484282830968,404.44500000000005,3.634100000000002,4,True,9.381020545959473,11.943885803222654,340.72261645902216,-9.99561182960688,-11.9374885116474,76.02000000000001,5,2,CHEMBL1082152,0.7495581923756627,CHEMBL1644637,0.7419957642955026,0.4864864864864865,0.32941176470588235
O=C1NC(=O)C(c2ccc3c(c2)COC3)=C1c1ccnc(Nc2ccc(F)cc2)c1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R4,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,Fc1ccc(Nc2ccccn2)cc1,O=C1C=CC(=O)N1,Nc1ccccn1,2.643557852366838,0.6537350995376919,401.397,3.561700000000002,4,True,10.20083713531494,12.090272903442385,438.4794871502983,-10.0503067712223,-12.326714655219,80.32000000000001,5,2,CHEMBL4641082,0.677547873024033,CHEMBL1644624,0.8376126741327506,0.17857142857142858,0.3142857142857143
CCOc1ccccc1Nc1cc(C2=C(c3cccc(Cl)c3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A2S0_R20|_C7_A3S0_R10,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,CCOc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.4055014030423045,0.577018051186786,419.8680000000001,4.444500000000003,6,True,9.556685447692873,12.058958053588867,373.0388453843144,-9.34571620045082,-11.7514622896221,80.32000000000001,5,2,CHEMBL346107,0.62346556402636,CHEMBL205561,0.6814041054293696,0.373134328358209,0.39285714285714285
COc1ccc(C2=C(c3ccnc(Nc4ccccc4)c3)C(=O)NC2=O)cc1,AIxFuse|_C0_A2S0_R4|_C7_A3S0_R1,COc1ccc(C2=CC(=O)NC2=O)cc1,c1ccc(Nc2ccccn2)cc1,O=C1C=CC(=O)N1,Nc1ccccn1,2.2216246386797565,0.6721351587973712,371.39600000000013,3.4010000000000016,5,True,9.933175086975098,11.819594383239744,412.010705600258,-10.0697115903737,-11.7357974919527,80.32,5,2,CHEMBL160598,0.6943755169561621,CHEMBL1644624,0.8463273650077541,0.4727272727272727,0.45901639344262296
O=C1NC(=O)C(c2coc3ccccc23)=C1c1ccnc(Nc2ccccc2F)c1,AIxFuse|_C0_A3S0_R0|_C7_A3S0_R7,O=C1C=C(c2coc3ccccc23)C(=O)N1,Fc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.5534623616506575,0.5006737227637359,399.3810000000001,4.277700000000001,4,True,9.9350004196167,11.890767097473145,341.96639262492005,-9.83859550144234,-11.7417410055298,84.23,5,2,CHEMBL156153,0.7134381898454747,CHEMBL1644636,0.7651093568008283,0.22784810126582278,0.2247191011235955
CCOc1ccccc1Nc1cc(C2=C(c3ccccc3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A2S0_R8|_C7_A3S0_R10,O=C1C=C(c2ccccc2)C(=O)N1,CCOc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.3017336028399065,0.6312523619885481,385.42300000000006,3.791100000000003,6,True,9.50724983215332,11.905146598815918,372.7948395156818,-9.51810070496905,-11.7574248607959,80.32000000000001,5,2,CHEMBL346107,0.5784035133040558,CHEMBL1644624,0.6664594728990552,0.2608695652173913,0.3188405797101449
Cc1c(C2=C(c3ccnc(Nc4ccccc4)c3)C(=O)NC2=O)ccc2c1OCO2,AIxFuse|_C31_A0S3_R5|_C7_A3S0_R1,Cc1c(C2=CC(=O)NC2=O)ccc2c1OCO2,c1ccc(Nc2ccccn2)cc1,c1ccc2c(c1)OCO2,Nc1ccccn1,2.633154138838986,0.6536568504037755,399.4060000000002,3.42952,4,True,9.604328155517578,12.03303050994873,374.03775328684327,-9.94571898552615,-11.9374018462085,89.55000000000001,6,2,CHEMBL4065956,0.6397415185783522,CHEMBL1644626,0.8135226504394861,0.1276595744680851,0.31645569620253167
O=C1NC(=O)C(c2cccc3ccccc23)=C1c1ccnc(NC2CCOCC2)c1,AIxFuse|_C0_A3S0_R20|_C7_A3S0_R2,O=C1C=C(c2cccc3ccccc23)C(=O)N1,C1CC(Nc2ccccn2)CCO1,O=C1C=CC(=O)N1,Nc1ccccn1,2.547197284486442,0.6576101355235412,399.4500000000002,3.392900000000002,4,True,9.844319343566896,11.896880149841309,401.63119734815217,-9.34225170584695,-11.8864376723799,80.32000000000001,5,2,CHEMBL1082151,0.6350338491295938,CHEMBL1644637,0.7582831325301205,0.3116883116883117,0.5068493150684932
O=C1NC(=O)C(c2ccc3c(c2)COC3)=C1c1ccnc(NC2CCOCC2)c1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R2,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,C1CC(Nc2ccccn2)CCO1,O=C1C=CC(=O)N1,Nc1ccccn1,2.868811346860591,0.777547323687629,391.42700000000013,2.2699,4,True,10.213268280029297,11.91247844696045,393.2709998303072,-9.95776692460418,-11.8971079893967,89.55000000000001,6,2,CHEMBL346107,0.6604498080087767,CHEMBL1644619,0.8457079768147944,0.2361111111111111,0.36
CCOc1ccccc1Nc1cc(C2=C(c3cccc(Cl)c3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A3S0_R42|_C7_A3S0_R10,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,CCOc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.4055014030423045,0.577018051186786,419.8680000000001,4.444500000000003,6,True,9.556685447692873,12.058958053588867,373.0388453843144,-9.34571620045082,-11.7514622896221,80.32000000000001,5,2,CHEMBL346107,0.62346556402636,CHEMBL205561,0.6814041054293696,0.373134328358209,0.39285714285714285
O=CNc1cc(C2=C(c3ccc4c(c3)COC4)C(=O)NC2=O)ccn1,AIxFuse|_C0_A3S0_R99|_C7_A3S0_R13,O=C1C=C(c2ccc3c(c2)COC3)C(=O)N1,O=CNc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.930147390022796,0.6472375924184085,335.31899999999996,1.2472999999999994,4,False,10.440388679504396,11.068686485290527,347.03708154738763,-10.3028411821477,-11.3594853621828,97.39,5,2,CHEMBL346107,0.7680535628885701,CHEMBL1644629,0.8125389893948846,0.25,0.2328767123287671
Cn1cc(C2=C(c3ccnc(NC4CCCC4)c3)C(=O)NC2=O)c2ccccc21,AIxFuse|_C0_A2S0_R0|_C7_A3S0_R16,Cn1cc(C2=CC(=O)NC2=O)c2ccccc21,C1CCC(Nc2ccccn2)C1,O=C1C=CC(=O)N1,Nc1ccccn1,2.5776956907519946,0.6732020528690313,386.45500000000004,3.495000000000002,4,True,9.61490535736084,11.944034576416016,376.75146290425295,-9.84839693143898,-11.7860517013284,76.02000000000001,5,2,CHEMBL1082151,0.8337001375515818,CHEMBL1644637,0.7241121495327103,0.4852941176470588,0.34146341463414637
O=C1NC(=O)C(c2cccc3ccccc23)=C1c1ccnc(NC2CCCCC2)c1,AIxFuse|_C0_A3S0_R20|_C7_A3S0_R5,O=C1C=C(c2cccc3ccccc23)C(=O)N1,C1CCC(Nc2ccccn2)CC1,O=C1C=CC(=O)N1,Nc1ccccn1,2.433751655115813,0.6339673396193307,397.47800000000024,4.546600000000002,4,True,9.889554977416992,11.888399124145508,412.2585382020844,-9.91541442040374,-12.0120749050367,71.09,4,2,CHEMBL156153,0.7141891891891892,CHEMBL1644637,0.7610275689223058,0.2702702702702703,0.40789473684210525
O=C1NC(=O)C(c2ccnc(NC(=O)c3ccccc3)c2)=C1c1cccc(Cl)c1,AIxFuse|_C0_A2S0_R20|_C7_A3S0_R20,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,O=C(Nc1ccccn1)c1ccccc1,O=C1C=CC(=O)N1,Nc1ccccn1,2.2608995832450436,0.6518581789603557,403.82500000000005,3.5545000000000018,4,True,9.486621856689451,11.080629348754885,318.8561999959202,-9.54590144990087,-11.0875863598317,88.16,4,2,CHEMBL346107,0.648093447905478,CHEMBL1644631,0.7304823470909996,0.4032258064516129,0.46153846153846156
O=C(CF)Nc1cccc(C2=C(c3ccnc(NC4CCCC4)c3)C(=O)NC2=O)c1,AIxFuse|_C0_A3S0_R92|_C7_A3S0_R16,O=C(CF)Nc1cccc(C2=CC(=O)NC2=O)c1,C1CCC(Nc2ccccn2)C1,O=C1C=CC(=O)N1,Nc1ccccn1,2.652545767979694,0.6384507701402954,408.4330000000002,2.9113000000000007,6,False,10.04867458343506,11.49583911895752,380.1499038353448,-9.81065577960659,-11.5754738328872,100.19,5,3,CHEMBL522590,0.6520499108734403,CHEMBL1644637,0.7044544240805923,0.16853932584269662,0.34146341463414637
OCCC(=O)Nc1cc(C2=C(c3ccc(Cl)cc3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A2S0_R7|_C7_A3S0_R17,O=C1C=C(c2ccc(Cl)cc2)C(=O)N1,OCCC(=O)Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.445746665438371,0.6920242967067682,371.7800000000001,1.6230999999999998,5,True,10.083126068115234,11.552813529968262,408.1110781607349,-9.98677085081714,-11.5663951306871,108.39,5,3,CHEMBL160598,0.7091975396938921,CHEMBL1644625,0.7305185989682323,0.22727272727272727,0.2361111111111111
O=C1NC(=O)C(c2ccnc(Nc3ccccc3F)c2)=C1Nc1cccc(Cl)c1,AIxFuse|_C0_A3S0_R9|_C7_A3S0_R7,O=C1C=C(Nc2cccc(Cl)c2)C(=O)N1,Fc1ccccc1Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.456615801966082,0.5535710923800237,408.82000000000005,4.0973000000000015,5,True,9.55549144744873,11.466315269470217,322.7668858788985,-9.24198164789745,-11.4734852096435,83.12,5,3,CHEMBL1081294,0.6733207784055242,CHEMBL1644624,0.746970684039088,0.2073170731707317,0.3150684931506849
COCCC(=O)Nc1cc(C2=C(c3ccc(Cl)cc3)C(=O)NC2=O)ccn1,AIxFuse|_C0_A2S0_R7|_C7_A3S0_R44,O=C1C=C(c2ccc(Cl)cc2)C(=O)N1,COCCC(=O)Nc1ccccn1,O=C1C=CC(=O)N1,Nc1ccccn1,2.4051265691254695,0.7433205529150021,385.8070000000001,2.2771999999999997,6,True,9.773147583007812,11.196515083312988,352.9299298799888,-9.71888490325282,-10.9420443430181,97.39,5,2,CHEMBL160598,0.6738179830554796,CHEMBL1644629,0.7111878453038674,0.26865671641791045,0.3055555555555556
O=C1NC(=O)C(c2ccnc(Nc3ccc(F)cc3)c2)=C1Nc1ccccc1,AIxFuse|_C0_A3S0_R6|_C7_A3S0_R4,O=C1C=C(Nc2ccccc2)C(=O)N1,Fc1ccc(Nc2ccccn2)cc1,O=C1C=CC(=O)N1,Nc1ccccn1,2.3234451515002714,0.5960987101987134,374.37500000000006,3.443900000000001,5,True,9.674657821655272,11.3246431350708,349.90234043106614,-9.60443609809417,-11.1798145178997,83.12,5,3,CHEMBL3398197,0.6663167563311901,CHEMBL205672,0.7619893428063943,0.21621621621621623,0.5952380952380952
O=C1NC(=O)C(c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)=C1c1cccc(Cl)c1,AIxFuse|_C0_A2S0_R20|_C7_A3S0_R0,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,C1CN(c2ccc(Nc3ccccn3)cc2)CCO1,O=C1C=CC(=O)N1,Nc1ccccn1,2.5073641223211975,0.5620570554413451,460.92100000000016,3.8824000000000023,5,False,9.87076187133789,11.857853889465332,381.3899734714367,-9.93308285504271,-11.8725794691545,83.56,6,2,CHEMBL4084151,0.5910492186669501,CHEMBL3099968,0.7761871508379888,0.20930232558139536,0.4714285714285714
O=C1NC(=O)C(c2ccnc(NC(=O)c3cccnc3)c2)=C1c1cccc(Cl)c1,AIxFuse|_C0_A3S0_R42|_C7_A3S0_R25,O=C1C=C(c2cccc(Cl)c2)C(=O)N1,O=C(Nc1ccccn1)c1cccnc1,O=C1C=CC(=O)N1,Nc1ccccn1,2.4206174701773886,0.6508935299210146,404.8130000000001,2.9495000000000013,4,True,9.601825714111328,11.253283500671388,340.58540873222955,-9.73036824269625,-11.1226270398795,101.05,5,2,CHEMBL346107,0.6475420875420875,CHEMBL1644631,0.7239111552301775,0.3582089552238806,0.375
