smiles,qed,sas,gsk3b_score,jnk3_score,logP,weight
CS(=O)(=O)NC1CCC(Nc2cc(-c3ccnc(Nc4ccc(NC(=O)c5ccccc5)cc4)n3)ccn2)CC1,0.230129002,2.559005427,-10.1,-8.8,4.8068,557.2209089
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,0.413558828,2.274450635,-8.6,-8.7,3.5739,434.1412616
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.6,-8.2,2.9734,278.1167611
O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3ccccc3)cc12,0.430796333,2.204799287,-9,-9.4,4.9144,438.2419616
Cn1cc(C2=C(C3=CC(=O)c4c3c3cccnc3n4CCCN3CCOCC3)C(=O)NC2=O)c2ccccc21,0.392047097,3.126226342,-10.1,-8.6,2.9402,521.2063043
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2)n1C,0.231073926,2.422796513,-9.9,-9.7,7.006,509.1685596
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
O=C1Nc2ccccc2C1=C1C(=O)Nc2ccccc21,0.716573186,2.137168315,-8.9,-9.1,2.5016,262.0742276
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.561396223,2.41960808,-9,-8.3,3.2372,355.1320768
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.7,3.3181,392.2212261
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.5,-8,2.9734,278.1167611
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.397746084,2.328630459,-9.5,-9.5,5.33878,427.0990624
O=C(Nc1n[nH]c2ncc(-c3ccc(Cl)cc3)cc12)C1CC1,0.775545072,2.219756324,-8.6,-8.1,3.6268,312.0777887
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8.1,-8.2,3.1786,348.0068475
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,0.413558828,2.274450635,-8.6,-8.7,3.5739,434.1412616
FC(F)(F)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.60200208,2.53456672,-9.3,-8.6,3.9487,356.099729
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.3,-9.2,5.4671,402.1038134
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.561396223,2.41960808,-9,-8.3,3.2372,355.1320768
O=C(Cn1c(=O)ccc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,0.520068719,2.743682413,-8.8,-8.6,3.2493,428.9895077
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.6,-7.7,2.9734,278.1167611
O=C(NCCc1ccccc1)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,0.56956738,2.129749331,-9.2,-8.1,3.7365,360.1386394
O=C(O)CN1CCC(CNC(=O)c2n[nH]c3cc(-c4ccccc4)[nH]c23)CC1,0.521994958,2.61127934,-8.9,-8.6,2.0844,381.1800896
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.6,-7.5,2.9734,278.1167611
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.627484971,2.364224756,-8.2,-8.2,2.9299,288.1123444
COc1ccc(C(=O)Nc2c[nH]nc2C(=O)NC2CCC(OC)CC2)cc1,0.721843103,2.515196891,-8.5,-7.8,2.358,372.1797552
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.5,-9,5.4671,402.1038134
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-9.1,5.4671,402.1038134
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,0.768445346,1.975895071,-8.1,-7.7,3.5784,277.1215121
O=C(NCCc1ccccc1)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,0.56956738,2.129749331,-9.1,-8.1,3.7365,360.1386394
O=C(Nc1n[nH]c2ccc(-c3ccccc3)cc12)C1CC1,0.768445346,1.963749043,-8.6,-8.3,3.5784,277.1215121
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.8,-7.7,2.8881,310.0775987
Clc1ccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3)ccc2Cl)cc1,0.558974413,2.134818614,-9.5,-8.1,5.7122,414.1014166
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.7,3.3181,392.2212261
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.8,-8.2,3.1786,348.0068475
CN(C)CCCn1cc(C2=C(c3cn4c5c(cccc35)CNCC4)C(=O)NC2=O)c2ccccc21,0.427419715,2.956643842,-9.2,-8,3.2181,467.2321252
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,0.413558828,2.274450635,-8.6,-8.6,3.5739,434.1412616
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.561396223,2.41960808,-9,-8.3,3.2372,355.1320768
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.397746084,2.328630459,-9.4,-9.5,5.33878,427.0990624
O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.599180564,2.23850613,-9.3,-9,2.7563,392.1848406
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCC3)c2)[nH]1,0.625540671,2.410207081,-8.8,-7.8,4.7383,382.1263604
COCCN1CCC(CNC(=O)c2n[nH]c3cc(-c4ccccc4)ccc23)CC1,0.647153718,2.240086822,-8.7,-8.3,3.3181,392.2212261
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.8,-7.7,2.8881,310.0775987
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8,-8.2,3.1786,348.0068475
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C(NCC1CCN(Cc2ccccc2)CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,0.483927731,2.282783119,-9.5,-9.2,4.2669,425.2215605
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.397746084,2.328630459,-9.4,-9.3,5.33878,427.0990624
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
CN(C)CCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21,0.470295516,2.435693515,-9.5,-8.9,4.3134,423.194677
CN(C)CCCn1cc(C2=C(c3cn(C)c4cc(C(F)(F)F)ccc34)C(=O)NC2=O)c2ccccc21,0.396575544,2.803910186,-9.2,-8.4,4.6707,494.1929607
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.8,-7.7,2.8881,310.0775987
O=C1NCCc2ccc(-c3ccnc(NC(=O)C4CC4)c3)cc21,0.91433317,2.302667046,-8.8,-8.5,2.383,307.1320768
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8.1,-8.2,3.1786,348.0068475
CSc1nc(-c2ccc(F)cc2)c(C2=CC=NC(Nc3ccc(NC(=O)c4ccccc4)cc3)=NC=C2)n1C,0.270377279,3.058869093,-10.1,-8.9,6.65,536.1794586
COc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(F)cc4)[nH]c23)cc1,0.45156532,2.236478505,-9.2,-8.2,4.0557,405.1488697
O=C1NCCc2ccc(-c3ccnc(NC(=O)C4CC4)c3)cc21,0.91433317,2.302667046,-8.8,-8.5,2.383,307.1320768
Cn1c(N2CCNC(c3ccccc3)C2)nc(-c2ccncn2)cc1=O,0.77082762,3.035165759,-9,-8.3,1.3882,348.1698593
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8,-8.2,3.1786,348.0068475
COc1ccc(C2CN(c3nc(-c4ccccn4)cc(=O)n3C)CCN2)cc1,0.749868803,2.918746513,-8.8,-8.3,2.0018,377.185175
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8.1,-8.2,3.1786,348.0068475
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.8,-7.7,2.8881,310.0775987
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
O=C(Cn1c(=O)ccc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,0.520068719,2.743682413,-9,-8.7,3.2493,428.9895077
Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.507118813,2.5563955,-8.8,-8,3.049,398.1742759
O=C(NCCc1ccccc1)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,0.56956738,2.129749331,-9.1,-8.1,3.7365,360.1386394
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.3,-9.2,5.4671,402.1038134
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3cc(-c4ccccc4)[nH]c23)cc1,0.413558828,2.346677774,-9.2,-8.5,3.5739,434.1412616
CSc1nc(-c2ccc(F)cc2)c(C2=CC=NC(Nc3ccc(NC(=O)c4ccc(N5CCOCC5)cc4)cc3)=NC=C2)n1C,0.229326086,3.233534458,-9.8,-9.9,6.4866,621.2322225
FC(F)(F)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,0.591670595,2.306264423,-8.9,-8.3,4.8189,394.0598979
CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.478990335,2.579171886,-9,-7.9,3.6519,426.2055761
O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(-c5ccccc5)cc34)CC2)o1,0.3834196,2.45819368,-9.9,-9.5,4.1631,458.1954053
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.7,3.3181,392.2212261
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
Cn1cc(C2=C(c3cn(CCCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2cccc(F)c21,0.423446921,2.812168352,-9.7,-8.7,3.5616,486.2067189
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
CSc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,0.676359731,2.332860852,-8.5,-8.1,4.2091,350.1201322
CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.478990335,2.579171886,-8.9,-8.1,3.6519,426.2055761
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CC1,0.73426779,2.063729845,-8.6,-8.2,4.2357,330.1480612
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.555832498,2.415146091,-8.1,-8,3.832,381.9678752
Cc1nc(C)n(-c2ccc(Nc3nccc(-c4ccc5c(c4)C(=O)NCC5)n3)cc2)n1,0.534366217,2.607599088,-10.1,-9.7,3.37064,411.1807583
O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cncc(F)c4F)cc23)CC1,0.555093406,2.689537095,-9.4,-8.8,2.4295,429.161246
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.7,3.3181,392.2212261
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.5,3.3181,392.2212261
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.8,-7.7,2.8881,310.0775987
O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,0.560711128,2.45747241,-9.2,-9.2,3.0345,428.165997
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-9,5.4671,402.1038134
FC(F)(F)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.60200208,2.53456672,-9.3,-8.6,3.9487,356.099729
O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.599180564,2.23850613,-9.1,-8.8,2.7563,392.1848406
CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,0.673281968,2.198439841,-7.9,-7.7,2.8881,310.0775987
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.2,3.1786,348.0068475
Cn1cc(C2=C(c3cn(CCCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2cccc(F)c21,0.423446921,2.812168352,-9.7,-9.1,3.5616,486.2067189
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCC1,0.708245906,2.088978275,-9,-8.2,4.6258,344.1637113
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-9,5.4671,402.1038134
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-9.1,5.4671,402.1038134
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,0.657070904,2.39643739,-9,-7.8,4.3482,368.1107104
CC(C)n1c(=O)ccc2cnc(NC(=O)C3CCC3)nc21,0.937126197,2.420827175,-7.6,-7.3,2.111,286.1429758
CSc1nc(-c2ccc(F)cc2)c(C2=CC=NC(Nc3ccc(NC(=O)c4ccccc4)cc3)=NC=C2)n1C,0.270377279,3.058869093,-10.1,-9.1,6.65,536.1794586
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.5,-8.1,5.4671,402.1038134
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.397746084,2.328630459,-9.4,-9.6,5.33878,427.0990624
Cn1c(N2CCNC(c3ccc(Br)cc3)C2)nc(-c2ccccc2)cc1=O,0.699528014,2.810449743,-9.3,-8.5,3.3607,424.0898734
Cn1cc(C2=C(c3cn(C)c4c(F)cccc34)C(=O)NC2=O)c2ccccc21,0.54790134,2.628073952,-8.9,-8,3.3763,373.122655
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.561396223,2.41960808,-9,-8.3,3.2372,355.1320768
O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,0.768445346,1.975895071,-8.1,-7.7,3.5784,277.1215121
O=C(NCC1CCN(CCc2ccccc2)CC1)c1n[nH]c2ccc(-c3ccccc3)cc12,0.430796333,2.204799287,-8.7,-9.1,4.9144,438.2419616
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-8.5,5.4671,402.1038134
CN(C)CCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21,0.470295516,2.435693515,-9.3,-8.6,4.3134,423.194677
Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.561396223,2.41960808,-9,-8.3,3.2372,355.1320768
c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.412852211,2.143259086,-9.4,-9.2,5.4671,402.1038134
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.1,3.1786,348.0068475
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0.60200208,2.563619643,-9,-8.5,3.9487,356.099729
O=C(NC1COC1)c1cc(-n2ncc3cnc(Nc4ccc(Cl)c(Cl)c4)nc32)cs1,0.465848065,2.863685124,-9.3,-8.3,4.056,460.0276
O=C(O)c1ccc(-c2c[nH]c3cc(-c4ccccc4)ccc23)cc1,0.545938783,1.827033463,-9,-9.2,5.2001,313.1102787
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.6,-8,2.9734,278.1167611
O=C(Nc1n[nH]c2ccc(-c3ccccn3)cc12)C1CC1,0.773390379,2.163185865,-8.5,-7.6,2.9734,278.1167611
Cn1cc(C2=C(c3cn(C)c4ccc(F)cc34)C(=O)NC2=O)c2ccccc21,0.54790134,2.523987681,-9.1,-8.6,3.3763,373.122655
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-8.1,-8.2,3.1786,348.0068475
O=C(NCCc1ccccc1)c1ccnc2nc(-c3ccc(F)cc3)[nH]c12,0.56956738,2.129749331,-9.2,-8.1,3.7365,360.1386394
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
Cn1cc(C2=C(c3cn(C)c4c(Cl)cccc34)C(=O)NC2=O)c2ccccc21,0.528652014,2.588183007,-8.9,-9.2,3.8906,389.0931044
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4)cc23)CC1,0.647153718,2.235827093,-8.8,-8.6,3.3181,392.2212261
CN(C)CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.478990335,2.579171886,-9,-8,3.6519,426.2055761
O=C1NC(=O)C(c2ccccc2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.587526714,2.35591934,-7.9,-8.1,3.1786,348.0068475
