smiles,qed,sas,gsk3b_score,jnk3_score,weight,logP
COc1ccc(-c2nc(-c3cccc4ccccc34)no2)cc1OCC,0.510828946,1.963262485,0.03,0,346.386,4.9641
O=C(Nc1ccc(Cl)cc1)c1cnc(Nc2ccccc2)nc1Nc1ccccn1,0.39655575,2.105615117,0.52,0.33,416.872,5.2645
COc1ccc(C(=O)CNC(=O)c2cc(C(F)(F)F)n(-c3ccccc3)n2)cc1,0.639601376,2.210138426,0.03,0.01,403.36,3.5124
CC(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccnc(Nc4cccc(OC)c4)n3)cc2)cc1,0.276606593,2.193081923,0.45,0.24,469.501,5.8677
COc1ccc(-c2ccc(-c3cccc(O)c3)o2)cc1,0.766934568,1.801091127,0.08,0,266.296,4.3278
COc1ccc(-c2nc(-c3ccc(NC(=O)CN4CCCC4)cc3)sc2N)cc1,0.641769691,2.11382646,0.07,0.07,408.527,4.1022
O=C(O)c1ccc(CSc2nc(-c3ccccc3)c(-c3ccc(Br)cc3)[nH]2)cc1,0.319361447,2.110018768,0.09,0.05,465.372,6.4967
CC(=O)c1ccc(OCCCOc2ccc(C(=O)CC)cc2)cc1,0.508235744,1.766339139,0,0,326.392,4.3298
O=C(Nc1cccc2cnccc12)NC1CCCCC1,0.873239666,1.94071397,0.33,0.1,269.348,3.689
COc1ccc(C(=O)Nc2ccc(-c3cncc4ccncc34)cc2)cc1,0.5828674,1.993860723,0.31,0.12,355.397,4.5577
Cc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(N2C(=O)C3=C(C(=O)CCC(C)C3)C2=O)cc1,0.397970131,2.901204524,0.08,0.08,478.548,5.47322
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1,0.618933374,3.412299361,0.03,0.01,435.528,3.1506
COc1ccc(C=Cc2ccccc2)cc1,0.698732402,1.451513451,0.01,0,210.276,3.8656
CC(=O)Oc1cccc(-c2cccc(-c3ccc4c(c3)NC(=O)C4=C)c2)c1,0.412472095,2.396537151,0.44,0.04,355.393,4.9112
Cc1ccc(-c2cnc(Nc3ccc(N4CCNCC4)cc3)o2)cc1,0.759888478,2.229700093,0.37,0.28,334.423,3.80322
CCN(CC)C(=O)C(c1cccc(C(=N)N)c1)c1ccccc1,0.635948869,2.588829382,0.01,0,309.413,2.97097
COc1ccc(CNc2nc(Nc3cc(N4CCN(C)CC4)ncc3Cl)ncc2OC)cc1,0.512774454,2.533529466,0.42,0.29,469.977,3.6497
CCCC(=O)Nc1nc(-c2ccccc2)nc(Nc2ccc3ccccc3c2)n1,0.479828812,2.103425284,0.09,0.09,383.455,5.174
O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(Br)cn1,0.564108836,2.148455314,0.05,0.03,466.122,5.0505
COc1ccc(CNC(=O)c2ccc(Nc3ccc(N4CCNCC4)cc3)cc2)cc1,0.547111138,1.969981303,0.02,0.03,416.525,3.7784
COc1ccc(NC(=O)Nc2ccc(-c3ccc4c(c3)C3(C)CCC(C3)N4C)cc2)cc1,0.516168467,3.823517759,0.06,0.04,427.548,6.2662
Cc1cc(Nc2nccc(-c3cnn4ncccc34)n2)ccn1,0.626382821,2.681303574,0.96,0.31,303.329,2.63332
CC(=O)c1cnc2ccc(-c3cc(F)c(O)c(Cl)c3)cc2c1Nc1ccc(N2CCOCC2)nc1,0.351607201,2.67187637,0.24,0.22,492.938,5.5777
O=C(NCCc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,0.54490347,1.851692253,0.04,0.01,367.452,4.5118
CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccccc1,0.413837585,2.651682422,0,0.01,457.574,2.8202
CC1(C)CC(=O)c2cc(O)ccc2O1,0.684552293,2.356699209,0.02,0,192.214,2.136
COc1cccc(-c2c(O)nc3cc(Cl)c([N+](=O)[O-])cc3c2OCCC2CCCCC2)c1,0.320630357,2.667312545,0.11,0.06,456.926,6.5268
CC(=O)NC(C)c1ccc(OC2CCN(c3ccnc(Nc4ccccc4)c3)C2)cc1,0.585414723,2.987760826,0.13,0.44,416.525,4.68
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)C(=O)O)C(=O)Nc1ccccc1,0.264587115,3.172002412,0.02,0.01,497.548,2.059
COc1ccc(-c2ccc(C(=O)Nc3ccc(CN4CCC(O)CC4)cc3)cc2)cc1,0.617910243,1.857583704,0.01,0.01,416.521,4.5712
COc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,0.441247516,2.33600409,0.08,0.04,472.932,4.6511
COc1ccc(C(=O)Nc2nc3ccccc3n2-c2ccccc2)cc1,0.60138941,1.81909123,0.01,0,343.386,4.2864
COc1cc(OC)cc(N(CC=Cc2ccccc2)c2nc3ccccc3cc2OC)c1,0.33996076,2.549924025,0.05,0.01,426.516,6.1121
Cc1cc(Nc2cc(N3CCOCC3)nc(Nc3ccccc3)n2)[nH]n1,0.650913955,2.64549942,0.35,0.06,351.414,2.83192
CC(=O)Nc1ccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)no2)cc1,0.702674092,2.212478652,0.1,0.2,379.42,3.2752
COc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cnc(N5CCCC5)nc4)n3)c2)cc(OC)c1OC,0.303448989,2.588893907,0.53,0.45,541.612,4.86392
COc1ccc(-c2ccccc2C(=O)Nc2ccc(-c3ccccc3N)cc2)cc1,0.416534141,1.799782786,0.06,0.02,394.474,5.8637
COc1ccc(-c2ccc3c(c2)Nc2ccccc2NC3=O)cc1,0.722008455,2.006317419,0.79,0.06,316.36,4.6715
COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n2)cc1,0.515559011,2.528273938,0.3,0.33,413.485,3.2486
CC(=O)N1CCC(c2ccccc2)(c2nccc(-c3cccnc3)n2)CC1,0.719297546,2.476819827,0.34,0.07,358.445,3.467
CN(C)CC1CCC(Nc2c(C(=O)C(C)C)cnc3ccccc23)CC1,0.770667575,2.430565211,0.04,0.05,353.51,4.6058
COc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncnc2[nH]cnc12,0.384024608,2.544832512,0.27,0.21,462.819,5.0296
COc1ccc(C(=O)Nc2ccc(-c3ncccc3C(=O)O)cc2)cc1,0.733694059,1.756378346,0.08,0.03,348.358,3.7077
COc1cc(C(=O)NC(=N)Nc2ccc(C(=O)O)cc2)cc(NC(=O)c2ccc(Cl)cc2)c1,0.27368476,2.292505427,0,0.01,466.881,4.07577
COc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,0.464486894,2.2608594,0.14,0.12,456.506,4.181
COc1ccc(-c2nc(-c3cccc4ccccc34)oc2N)cc1,0.592108873,2.085098079,0.16,0,316.36,4.7526
CN(C)CC(=O)Nc1ccc(-c2nc3ccccc3n2C(=O)c2ccc(Cl)cc2)cc1,0.502225681,2.159489018,0.01,0.01,432.911,4.5453
O=C1NCCN1c1ccc(Nc2nccc(-c3cnc(N4CCCC4)c(C#N)c3)n2)cc1,0.644095122,2.648760269,0.52,0.61,426.484,3.28368
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccccc3c21,0.49747784,2.365535852,0.81,0.2,346.773,4.5251
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccccc4)n3)cc2)cc1,0.188248468,2.520547113,0.46,0.28,549.635,7.1483
COc1ccc(Nc2nccc(Nc3ccccc3[N+](=O)[O-])n2)cc1OC,0.477762798,2.152255033,0.67,0.5,367.365,3.8892
COc1ccc(CNC(=O)c2ccc(-c3nc(C)c(CC(=O)O)c4ccccc43)o2)cc1,0.451490511,2.322187271,0.03,0.01,430.46,4.36892
O=C1NC(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)S1,0.838937599,2.013269774,0.6,0.19,315.781,4.3309
CC(=O)c1cn(CC(=O)Nc2ccc(Cl)c(Cl)c2)c(=O)cc1-c1cc(Cl)ccc1Cl,0.45421382,2.309111556,0.04,0.02,484.166,5.9702
N#Cc1cccc(-c2cncc(Nc3ccc4c(c3)CCC(c3ccccc3)O4)n2)c1,0.463627844,2.913599751,0.35,0.23,404.473,5.82518
CC(C)(C)c1ccc(NC(=O)c2ccc(Nc3nccc(-c4cccnc4)n3)cc2)cc1,0.421979073,2.118544351,0.62,0.61,423.52,5.832
CCOc1ccc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)cc1OC,0.638542372,1.756495992,0.01,0.03,362.425,5.055
Oc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.749653628,1.902226141,0.73,0.08,253.261,3.1858
COc1ccc(-c2ccc3nccc(Nc4ccc(N5CCOCC5)cc4)c3n2)cc1OC,0.455722109,2.299728436,0.27,0.37,442.519,4.8942
CCCN(CCC)C(=O)c1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1,0.739750224,1.815025039,0.01,0,368.433,3.8993
COc1ccc(-c2nc3ccc(Nc4ccccc4)cc3n2C(=O)CCN)cc1,0.511736189,2.276055581,0.1,0.13,386.455,4.4445
CSc1ccc(C#Cc2ccc(C(=O)Nc3ccccc3N)cc2)nc1,0.420707947,2.321095951,0.13,0.04,359.454,4.0378
N#Cc1ccc(Nc2nc(NC3CCCCCCC3)c3ncccc3n2)cc1,0.6572788,2.330760835,0.36,0.16,372.476,5.16488
COc1ccc(Nc2ncc(-c3ccccc3)n2-c2ccccc2)cc1,0.535821168,1.94508903,0.25,0.33,341.414,5.2915
COc1ccc(CNc2nc(NCc3ccccn3)cc(Nc3cc(N4CCOCC4)ccn3)n2)cc1,0.295854195,2.631878483,0.19,0.22,498.591,4.0796
O=C(Nc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1)c1ccccc1,0.346508789,1.913626147,0.06,0.08,470.916,5.4919
COc1ccc(C2(c3cccc(-c4ccccc4)c3)N=C(N)N3CCCOCC3)cc2cn1,0.577938529,4.555216528,0.06,0.03,440.547,4.0245
COc1ccc(Nc2ncc(C(=O)Nc3ccccc3N3CCC(C)(C)CC3)nn2)cc1,0.592267259,2.452018431,0.37,0.32,432.528,4.5025
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(Nc3ccccc3)nc21,0.269771758,2.682208991,0.46,0.28,494.559,5.75322
CN1CCC(N=C(O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)CC1,0.676946148,2.765176731,0.05,0,354.332,3.1542
COc1ccc(-c2cnn(-c3ccccc3)c2-c2ccccc2)cc1,0.514254014,1.823337931,0.1,0.04,326.399,5.2149
CC(=O)Nc1ccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)cc1,0.540472294,2.667293244,0.47,0.29,318.34,2.9734
CC(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(OC)c4)c3c2)cc1,0.505924262,2.002272614,0.41,0.32,384.439,5.0074
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C=Cc1ccccc1)CC2,0.557511732,2.476918296,0.01,0,445.49,4.7265
CN(C)C(=O)c1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1,0.603366943,2.786376236,0.49,0.34,332.367,2.7168
O=C1NC(=O)c2c1c1ccc3ccccc3c2[nH]1,0.620074353,4.089045447,0.58,0.11,236.23,-0.24012
COc1ccc(C(=O)Nc2cc(F)c(C3(C)CS(=O)(=O)C4(CCCC4)C(=N)N3)cc2)nc1,0.644971949,4.2327888,0.05,0.08,460.531,3.00487
CN(C)C(=O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,0.745428048,1.969139698,0.71,0.53,333.395,3.6656
Cc1cc(Nc2cc(Nc3cccc(Br)c3)ncn2)ccn1,0.724173462,2.323763501,0.35,0.39,356.227,4.42972
O=C1Nc2ccc(Cl)c3c2C1=Cc1ccc(-c2cnc4ccccc4c2)cc1-3,0.340434075,2.471967395,0.59,0.26,380.834,6.4273
CCC(Nc1ccc(CNC(=O)C(C)(C)C)cc1)c1ccccc1,0.792253914,2.359748963,0.02,0.01,324.468,4.9121
COc1cccc(Nc2nc(Nc3ccccc3)ncc2[N+](=O)[O-])c1,0.519523654,2.056880082,0.73,0.41,337.339,3.8806
Cc1nn(Cc2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)c(C)c1C(=O)O,0.419708052,2.18643415,0.05,0.02,422.488,5.25234
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(=O)NC(C)C,0.315175958,3.008166563,0,0.04,546.624,3.4985
COc1ccc(CNc2nc(Nc3ccccc3)ncc2[N+](=O)[O-])cc1,0.493470281,2.04239872,0.67,0.24,351.366,3.7491
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)Nc1ccc(N)cc1)C(=O)NC(CC(C)C)C(=O)O)C(=O)O,0.10107126,3.712889396,0.04,0.01,625.723,2.1721
COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(-c3ccccc3)cc2)cc1,0.408518881,1.681204422,0.08,0.03,422.484,5.8668
CCCCCCCCCCCCCCCCCCC(=O)OCC1=C(c2ccc3c(c2)OCO3)C(=O)OC1=O,0.098637616,2.749670233,0.08,0,528.686,7.4471
COc1ccc(-c2nn(-c3ccccc3)cc2N=C(O)c2cnn3cccnc23)cc1,0.345969062,2.678417482,0.2,0.09,410.437,4.2269
O=C1NC(=O)C(=Cc2ccc(-c3cccc(O)c3)c(Cl)c2)S1,0.815082554,2.320727327,0.66,0.26,331.78,4.0365
COc1ccc(-c2cc3ncccc3c(NCc3ccncc3)n2)cc1,0.585414853,2.062261657,0.34,0.05,342.402,4.3125
Cc1ccc(-c2cc(F)ccc2-c2ccc(F)c(NS(=O)(=O)c3ccc(N)cc3)c2)cn1,0.398824267,2.294460204,0.25,0.17,451.498,5.38522
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CCN)c1=O)C(=O)C(=O)NC1CC1,0.348304037,3.011441172,0.02,0.05,481.553,0.7911
CC(=O)NC(C)c1ccc(OC2CCN(c3ccnc(N4CCCC4)n3)C2)cc1,0.810989978,3.095127868,0.09,0.09,395.507,2.9316
COc1ccc(-c2ccc(Nc3ncccc3Nc3ccccc3N)[nH]2)cc1,0.35190353,2.476852385,0.48,0.51,371.444,5.1547
CC(C)(C)c1ccc(-c2ccc(C(=O)Nc3ccccc3N)cc2)cc1,0.617658777,1.739479015,0.06,0.01,344.458,5.4856
COc1ccc(Nc2nc(-c3ccccc3)nc(NC(=O)c3ccccc3)n2)cc1,0.496406066,1.935087145,0.11,0.21,397.438,4.5431
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCC(O)C2)c(-c2cnco2)c1,0.634340816,3.095363768,0.13,0.06,434.374,3.4585
COc1ccc(-c2nnc(-c3ccccc3)n2-c2ccncc2)cc1,0.567946562,1.912286371,0.26,0.02,328.375,4.0049
COc1cc(C(=O)NC(=N)Nc2cccc(C(F)(F)F)c2)cc(N2CCOCC2)c1,0.519905037,2.551109198,0,0.02,422.407,3.32727
O=C(Nc1ccc(Cl)cc1)c1ccccc1-n1nccn1,0.807685915,1.978932145,0.09,0.09,298.733,3.173
COc1ccc(-c2ccc(C(=O)NCC(C)(C)C)cc2NC(=O)Nc2cccc3[nH]ncc23)cc1,0.290989004,2.399122454,0.5,0.11,471.561,5.6584
Oc1ccc(-c2ccc3c(c2)C=CSC(=O)N3)cc1,0.810700528,2.727590202,0.29,0.03,269.325,4.3086
O=c1[nH]c2ccc(Cl)cc2nc1-c1ccc(Nc2ccccc2)cc1,0.548749844,1.951067675,0.4,0.27,347.805,4.9871
COC(=O)C(=O)c1cccc(-c2ccc(CCNC(=O)c3ccc(C(F)(F)F)cc3)cc2)c1,0.318512003,2.141299407,0.09,0.05,455.432,4.7006
COc1ccc(Nc2nccc(-c3cccnc3Nc3ccccc3)n2)cc1,0.496344545,2.048182521,0.72,0.38,369.428,5.0344
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)cc2)S1,0.854122807,1.941004124,0.58,0.23,281.336,3.6775
CNC(=O)c1ccc(-c2nc(Nc3cccc(N4CCOCC4)c3)n[nH]2)cc1,0.631115106,2.28499535,0.29,0.18,378.436,2.4115
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(Nc5ccccc5)nc34)c2)cc1C(F)(F)F,0.202072037,2.60262699,0.54,0.5,549.488,6.3258
COc1ccc(-c2nc(-c3ccc4c(c3)OCCN4)c(-c3ccc(Cl)cc3)nn2)cc1,0.471024738,2.429959663,0.23,0.11,430.895,5.3389
CC(C)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,0.263723714,2.677804458,0.07,0.06,546.542,6.6098
CCOc1ccc(Nc2ncc(C(=O)NC3CCOCC3)c(NC3CCCCC3)n2)cc1,0.564944235,2.412518371,0.47,0.24,439.56,4.2723
O=C(NCCCN1CCCCC1)c1ccc2ccccc2c1,0.857201579,1.702176138,0.02,0,296.414,3.4456
COc1ccc(C(=O)Nc2cc(-c3ccccc3)cn2-c2ccncc2)cc1,0.549685753,2.205867957,0.2,0,369.424,4.8002
COc1cc(C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccn1,0.645367065,2.358862892,0.07,0.03,376.46,3.3591
O=C1NC(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)c(Br)c2)S1,0.721387299,2.270648915,0.61,0.22,394.677,5.0934
O=C(Nc1ccc2ncccc2c1)c1ccc(-c2nnc(C(F)(F)F)o2)cc1,0.560229659,2.216052352,0.13,0.03,384.317,4.5559
COc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)C(C3CCCC3)CC4)cc2)cc1,0.499322971,2.497599336,0.04,0.01,411.545,6.8345
O=C(NC1CCCCC1)c1ccccc1-c1ccccc1,0.885209153,1.577331958,0.01,0.02,279.383,4.4161
CN(C)C(=O)c1ccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)cc1,0.649465627,2.219340135,0.72,0.52,401.392,4.6844
CC(C)(C)c1ccc(Nc2ncc(C(=O)Nc3ccccc3N3CCC(C(=O)O)CC3)nc2N)cc1,0.393878925,2.530871504,0.31,0.22,488.592,4.6532
CC(C)c1ccc(-c2cccc(C(=O)O)c2)cc1,0.873573006,1.523656657,0.05,0.04,240.302,4.1752
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC5)O4)nc3)nc2n(C)c1=O,0.647695331,3.894486023,0.43,0.27,449.515,2.4793
O=C(Nc1ccc(Cl)cc1)c1ncccc1NCc1ccncc1,0.737693982,1.997819837,0.2,0.28,338.798,3.9944
Cn1cc(-c2ccc(-c3cnccc3)cc2)nn1,0.68641355,2.050929795,0.28,0.03,236.278,2.5441
O=C1NC(=O)C(=Cc2ccc(-c3ccccc3)cc2)S1,0.854122807,1.941004124,0.58,0.23,281.336,3.6775
CCC(=O)Nc1ccc(Cl)c(-c2[nH]c(C3CCCCC3)nc2-c2ccncc2)c1,0.528395772,2.435170965,0.3,0.15,408.933,6.1883
Cc1cc(-c2ccccc2)cc(-n2nc(C(=O)Nc3cnccc3N3CCCCC3)c3ncccc32)n1,0.354219535,2.699707742,0.2,0.1,489.583,5.42852
COc1ccc(-c2nn(C(C)C)c3ncnc(Nc4ccccc4)c23)cc1,0.552966661,2.229645488,0.4,0.24,359.433,4.8264
COc1ccc(-c2oc3ncnc(Nc4cccc(Cl)c4)c3c2OC)cc1,0.505253268,2.353756731,0.45,0.19,381.819,5.304
Cc1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,0.780078526,2.239474445,0.78,0.72,347.422,3.42722
CC(=O)c1ccc(C(=O)Nc2cccc(-c3cc(N4CCOCC4)nc(N4CCOCC4)n3)c2)cc1,0.529484299,2.37667623,0.03,0.02,487.56,3.2717
CC(=O)Nc1cccc(-c2nc(Nc3cccc4ccccc34)[nH]n2)c1,0.515013777,2.195954388,0.34,0.16,343.39,4.3269
O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,0.757949517,1.40228687,0,0,316.36,4.1912
COc1ccc(-c2nc(Nc3ccccc3)nc(NCCOC)n2)cc1,0.602357381,2.031649732,0.2,0.15,351.41,3.3491
COc1cc(Nc2nccc(-c3cnc(Nc4ccccc4)nc3)n2)cc(OC)c1,0.470254143,2.276316166,0.84,0.57,400.442,4.438
COc1cc(CNC(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCNC(=O)CN(C)C,0.428330597,2.038912734,0.01,0,461.562,3.3488
NC(=O)c1ccc(-c2cccc3c(Nc4ccccc4)ccnc23)cc1,0.563903033,1.933070583,0.45,0.21,339.398,4.7443
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)c2ccccc2-3)cc1,0.534683725,2.024232397,0.06,0.01,391.492,4.9963
O=C(c1ccc(-c2ccc(F)cc2)cc1)N1CCCNC1,0.91939063,2.024692549,0.05,0.03,284.334,2.8857
CC(=O)c1ccc(Nc2nccc(Nc3ccccc3-c3nc(-c4ccc(C(C)(C)C)cc4)no3)c2)cc1,0.218985941,2.481769559,0.15,0.47,503.606,7.7859
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,0.414577525,2.133863916,0.2,0.12,427.464,3.6017
COc1ccc(-n2c(C)nc3c(NCC(c4ccccc4)c4ccccc4)ncnc32)cc1,0.371979165,2.3547462,0.31,0.02,435.531,5.37652
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,0.378291686,2.491998971,0.88,0.38,325.327,3.8392
COc1ccc(-c2nc(-c3ccc(C)c(C)c3)c3n2CC(C)OCC3)cc1,0.671151336,2.949340521,0.06,0.03,362.473,4.80374
Cc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,0.746728862,1.784684811,0.63,0.33,276.343,4.27222
COc1ccc(C(=O)Nc2ccc(F)c(C3(C)CC(C(F)(F)F)OC(=N)N3)c2)nc1,0.649937038,3.828096145,0.04,0.06,426.37,3.57237
N#Cc1cc(-c2ccnc(Nc3ccncc3)n2)ccc1OC1CCOCC1,0.728471349,2.536186043,0.67,0.5,373.416,3.71168
COc1ccccc1Nc1ncc(C(=O)Nc2cc(N(C)C)ccn2)s1,0.690979621,2.356657764,0.15,0.28,369.45,3.6086
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCCN(C)C)nc12,0.17362858,3.061112223,0.38,0.18,624.716,5.10432
CNCC(O)C(c1ccccc1)n1ccc2ccccc21,0.753859628,2.919819078,0,0,280.371,2.811
COc1ccc(NC(=O)Nc2cccc(-c3cncnc3)c2)cc1,0.766465922,1.86236687,0.34,0.05,320.352,3.7962
Cc1ccc(-c2ccc(C(=O)N(C)C)cc2N2CCN(C(=O)CCC(=O)O)CC2)c([N+](=O)[O-])c1,0.48932471,2.455791018,0.01,0.03,468.51,2.78542
CCCN(CCC)C(=O)c1ccc(N(c2ccccc2)C2=NCC(=O)C2=O)cc1,0.675920656,2.66689813,0.03,0.01,391.471,3.6372
COc1ccc(-c2ccnc(Nc3ccc(C(=O)Nc4ccccc4N4CCCC4)cc3)n2)cc1,0.361893808,2.113056557,0.62,0.49,465.557,5.7483
COc1ccc(C(=O)Cn2ccnc2)cc1OCCN1CCCCC1,0.68983534,2.17888622,0.06,0,343.427,2.6393
CCN(CC)CCNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3cc(C4CC4)n[nH]3)n2)cc1,0.331916386,2.793133517,0.51,0.38,468.993,4.2893
O=C(Nc1ccc(C(=O)Nc2ccccc2Nc2ccnc3[nH]cnc23)c(-c2ccccc2)n1)C1CC1,0.243792565,2.653294381,0.43,0.24,489.539,5.3643
CC(=O)Nc1cccc(-c2ccc3nccnc3c2)c1,0.771730712,1.862446299,0.19,0.16,263.3,3.2552
CN(C)C(=O)c1ccc(-c2nc(C(=O)Nc3cnccc3C3CC(N)C(F)CO3)ccc2F)cc1,0.578320799,3.833373266,0.22,0.12,481.503,3.3636
CC(C)C(C(=O)NCCc1ccc(C(F)(F)F)cc1)c1ccccc1,0.797065839,2.413704809,0.01,0,349.396,4.8039
COc1ccc(Nc2ncc(C(N)=O)c(Nc3cc(N4CC5CCC(C4)O5)ccn3)n2)cc1,0.500773233,4.085756155,0.54,0.47,447.499,2.8339
COc1ccc(-n2c(C)nc3ccccc32)cc1NC1CCC(N)CC1,0.745657696,2.279407951,0.08,0.02,350.466,4.02432
CN1CCC(COC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,0.748275214,2.053612369,0.01,0,323.389,2.211
OC(=NCc1ccc(Cl)cc1Cl)C1CCOc2ncsc21,0.660657995,3.731265922,0.06,0.02,343.235,4.4727
COc1ccc(-n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccccc4Cl)ccc2CC3)cc1,0.441247516,2.33600409,0.08,0.04,472.932,4.6511
Cc1ccc(-c2noc(C3CC(F)(F)C3)n2)cc1N=C(O)c1cnc2ccccn12,0.38477839,3.148942449,0.14,0.04,409.396,4.84172
