SMILES,Title,Rationale,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh,best_3d_sim_rorgt,best_2d_sim_rorgt,best_3d_2d_sim_rorgt,best_3d_match_rorgt,best_2d_match_rorgt,best_3d_2d_match_rorgt,best_3d_sim_dhodh,best_2d_sim_dhodh,best_3d_2d_sim_dhodh,best_3d_match_dhodh,best_2d_match_dhodh,best_3d_2d_match_dhodh
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,11,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.6941089892999,-8.7583487733549,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.542528735632184,0.4482758620689655,0.22251542274364372,50388321,50388192,50387987,0.6357936734112283,0.3090909090909091,0.1821353055238875,50319887,50251713,50251718
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,12,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.6941089892999,-8.7583487733549,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.542528735632184,0.4482758620689655,0.22251542274364372,50388321,50388192,50387987,0.6357936734112283,0.3090909090909091,0.1821353055238875,50319887,50251713,50251718
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,13,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.6941089892999,-8.7583487733549,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.542528735632184,0.4482758620689655,0.22251542274364372,50388321,50388192,50387987,0.6357936734112283,0.3090909090909091,0.1821353055238875,50319887,50251713,50251718
COc1ccccc1Cc1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,14,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.91463302888337,-10.0676334175975,427.93100000000015,6.3723000000000045,1.9356539196784563,0.388217655346494,52.32,2,1,6,True,,,,,,,0.5549530761209593,0.4626865671641791,0.18498435870698643,50396847,50387990,50396847,0.5696383423106519,0.3333333333333333,0.15604223272896195,50251728,52789,50251715
Cc1ccc(-c2ccc(-c3ccc(-c4cc(C(N)=O)ccc4Cl)cc3)cc2)cc1,15,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-7.63601991288462,-10.5390973011925,397.9050000000001,6.748320000000006,1.8060934664702533,0.40633949728627905,43.09,1,1,4,True,,,,,,,0.46811848297499303,0.44642857142857145,0.13064193489725406,1132994,50387983,50388258,0.6131778425655976,0.32727272727272727,0.17103879284118667,50358203,220019,1100159
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccccc4C(=O)O)cc3)cc2)c1,16,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.67925616746345,-11.2313772686579,427.8870000000001,6.138100000000004,1.9288703119940038,0.4011807398068032,80.39,2,2,5,True,,,,,,,0.49416491295198006,0.4307692307692308,0.14063345813785638,CHEMBL4797195,50388312,50388258,0.6368153455049688,0.38181818181818183,0.20644921245194095,50251720,CHEMBL4224965,CHEMBL4224965
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)c1,17,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.80307037680266,-10.5768614914273,427.8870000000001,6.138100000000004,1.8925634938121867,0.4011807398068032,80.39,2,2,5,True,,,,,,,0.48377225519287836,0.4482758620689655,0.17104175279040926,1133030,50388192,50388258,0.6135743519781719,0.3090909090909091,0.17037481790621678,50358203,50251713,50251713
CC(C)C(C(=O)O)c1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,18,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.2529018878283,-11.4668298579223,407.89700000000005,5.597100000000005,2.5423851078252007,0.5578492860486749,80.38999999999999,2,2,6,True,,,,,,,0.5588591564805638,0.39705882352941174,0.16446713547185562,651472,50388318,50388311,0.6183188405797102,0.27419354838709675,0.1468147282291058,50251729,52798,50251726
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4cccc(O)c4)cc3)cc2)c1,19,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.03469324824468,-12.6881479646045,399.87700000000007,6.145500000000005,1.9197470345888803,0.43220047637001974,63.32000000000001,2,2,4,True,,,,,,,0.4854717923115327,0.43333333333333335,0.17513181005709572,50252878,50387983,50388258,0.5924750146972368,0.35714285714285715,0.1867236881914746,993085,51338184,297818
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,20,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.6941089892999,-8.7583487733549,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.542528735632184,0.4482758620689655,0.22251542274364372,50388321,50388192,50387987,0.6357936734112283,0.3090909090909091,0.1821353055238875,50319887,50251713,50251718
CN(C)c1ccc(-c2ccc(-c3ccc(-c4cc(C(N)=O)ccc4Cl)cc3)cc2)cc1,21,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.12269509248926,-9.78667484610289,426.9470000000001,6.505900000000005,1.964420311994008,0.39523825554740627,46.33,2,1,5,True,,,,,,,0.5129740518962076,0.46551724137931033,0.14040658794757158,CHEMBL3924809,50387983,50387876,0.6031295946229784,0.4,0.2156981786643539,297822,50251726,50251726
CC(=O)Oc1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,22,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-4.16552044565248,-10.3874952702547,365.81600000000003,4.6982000000000035,1.8625751164394249,0.537891172650867,69.39,3,1,4,True,,,,,,,0.5727572404049918,0.41935483870967744,0.1720907889996397,651472,50387987,50388311,0.6075982305490502,0.2711864406779661,0.1507389429048789,50319894,CHEMBL484531,1100159
CC(=O)c1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,23,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-9.99105794331601,-11.3053277536279,349.817,4.975500000000003,1.773968159253565,0.6753878377230426,60.160000000000004,2,1,4,True,,,,,,,0.5782878557208104,0.44642857142857145,0.24926200677621138,50387990,50387983,50387990,0.6575342465753424,0.3018867924528302,0.17988860418395947,1045584,CHEMBL484531,1100159
NCCc1ccc(-c2ccc(-c3ccc(-c4cc(C(N)=O)ccc4Cl)cc3)cc2)c(C(=O)O)c1,24,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-7.97418893269164,-6.63644889312383,470.9560000000002,5.639300000000004,2.1915161885768626,0.3246362164536245,106.41000000000001,3,3,7,True,,,,,,,0.4952614952614952,0.4057971014492754,0.15360359156623288,1132994,50388258,50388258,0.5467321867321867,0.3548387096774194,0.16329642112020543,51334967,50555327,50555327
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(Cl)cc3)cc2)c1,25,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.910085552549,-9.19154502460632,342.225,5.426300000000003,1.6874200096602259,0.6778751558402853,43.09,1,1,3,True,,,,,,,0.5797841476151793,0.48148148148148145,0.26553740586496344,50388319,50387983,50387987,0.6759316770186335,0.29411764705882354,0.1674737256466807,52785,50841882,52797
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)c1,26,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.67198096287696,-10.5768614914273,427.8870000000001,6.138100000000004,1.8925634938121867,0.4011807398068032,80.39,2,2,5,True,,,,,,,0.467314090459491,0.4482758620689655,0.17007058823529414,1132994,50388192,50388192,0.6135743519781719,0.3090909090909091,0.17037481790621678,50358203,50251713,50251713
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,27,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,28,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,29,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
COc1ccc(-c2ccc(-c3ccc(-c4cc(C(N)=O)ccc4Cl)cc3)cc2)cc1,30,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.18156956576424,-10.5237194784819,413.904,6.448500000000005,1.8276209021478529,0.4084592509924351,52.32,2,1,5,True,,,,,,,0.5017536401317887,0.4745762711864407,0.14276503638205768,CHEMBL3924809,50387990,50388315,0.6042548324373784,0.2903225806451613,0.1462953608499405,50358203,50251715,CHEMBL2263629
NC(=O)c1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,31,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-9.12194420849342,-10.2604461920869,350.80499999999995,3.871800000000002,1.7961496977151015,0.7478305186469173,86.18,2,2,4,True,,,,,,,0.6008882487096388,0.4444444444444444,0.26706144387095054,50387983,50387983,50387983,0.6550110490055895,0.2830188679245283,0.16912737707599207,51126189,1100159,1100159
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,32,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
CC(c1ccccc1)c1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,33,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-9.58210671217228,-11.9997814630062,411.932,6.924700000000005,2.3927610034786575,0.37998274524365167,43.09,1,1,5,True,,,,,,,0.48563750926612304,0.42857142857142855,0.15160285517861838,51359962,50387987,50388315,0.6021166403963072,0.3220338983050847,0.1647145448125321,219985,52798,52798
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4O)cc3)cc2)c1,34,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.76879386497679,-11.1349371280459,475.97500000000014,7.812500000000006,2.0899513819058555,0.2719753279512805,63.32000000000001,2,2,5,True,,,,,,,0.44983320502950985,0.4032258064516129,0.13791879940338128,986625,50387983,50388258,0.5735712185079894,0.3157894736842105,0.1484673943690337,297822,CHEMBL483994,297766
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ncc(-c5cccnc5)s4)cc3)cc2)c1,35,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-7.53786074954752,-9.60825478994421,467.9810000000001,6.958400000000005,2.3051035453981203,0.30350829033835663,68.87,4,1,5,True,,,,,,,0.48938088559406934,0.3466666666666667,0.11304576316983266,CHEMBL3924809,50387874,CHEMBL3982626,0.5388963402950757,0.3125,0.1371393476897345,1045594,51126209,51126209
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,36,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(Cc4ccccc4)cc3)cc2)c1,37,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-11.2915498617041,-10.1965906910259,397.90500000000003,6.363700000000005,1.813455580861886,0.4177421060700313,43.09,1,1,5,True,,,,,,,0.5559022360894436,0.41935483870967744,0.1997371879106439,667136,50387987,50388311,0.593923989348826,0.3050847457627119,0.15580876069000021,51186846,50555327,1100158
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(Cc4ccc(O)cc4)cc3)cc2)c1,38,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.5976765748393,-10.1841819274161,413.90400000000005,6.0693000000000055,1.9455788627918587,0.41675379354410674,63.32000000000001,2,2,5,True,,,,,,,0.5464654487688642,0.41935483870967744,0.16867323064924938,667164,50387987,50387988,0.5790343524967536,0.25925925925925924,0.12906898125942662,51186846,50841896,297819
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)c1,39,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-7.14865472455105,-10.6739232684983,459.9760000000001,8.106900000000005,1.8206639514968153,0.2831261049098122,43.09,1,1,5,True,,,,,,,0.44599024546254096,0.44642857142857145,0.12040116140278805,578555,50387983,50388258,0.5911690918213748,0.34,0.1636031112045407,297822,297764,297764
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)cc2)c1,40,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-9.34157105276104,-12.7812550749319,475.3750000000001,6.3563000000000045,1.934177051944765,0.3408888676900036,72.19,2,2,6,True,,,,,,,0.5048389934893542,0.4307692307692308,0.16435001543300418,578653,50387987,50387874,0.5188756668034469,0.2702702702702703,0.11499745325274761,51126189,50555393,50555393
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(OC(=O)O)cc3)cc2)c1,41,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.1929206657627,-8.84764804595199,367.78800000000007,4.8297000000000025,1.9243232723930603,0.5101593623618493,89.62000000000002,3,2,4,True,,,,,,,0.5241154055525312,0.3968253968253968,0.1585445602263196,382433,50387990,50387876,0.6197323996498687,0.2542372881355932,0.13696760101929376,50990485,CHEMBL484531,CHEMBL520306
Cc1ccccc1NC(=O)C(=O)Cc1ccc(-c2ccc(-c3cc(C(N)=O)ccc3Cl)cc2)cc1,42,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-12.0063911750116,-12.7571001238051,482.9670000000002,5.8316200000000045,2.186680496355761,0.3245342156128337,89.25999999999999,3,2,7,True,,,,,,,0.6213778545384763,0.4,0.21879501920368882,51137294,50396847,51137294,0.4899052722227538,0.3235294117647059,0.13816617157065667,51338190,CHEMBL483552,CHEMBL520306
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)O)cc3)cc2)c1,43,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.7511306609519,-9.32831303381934,351.78900000000004,4.4711000000000025,1.7588995878249936,0.7272062623210552,80.39,2,2,4,True,,,,,,,0.5439920115388883,0.4482758620689655,0.22428481821718657,50388319,50388192,50387987,0.6375873673310899,0.3090909090909091,0.15870977211845436,51338192,50251713,1100158
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)Nc4ccccc4)cc3)cc2)c1,44,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-7.86528170517573,-10.5308980830789,426.9030000000001,6.025200000000003,1.8101813181227087,0.4088914022444814,72.19,2,2,5,True,,,,,,,0.475027243007628,0.42,0.14118920869800597,1133000,51379168,50388258,0.6181352459016394,0.38181818181818183,0.20834357917037094,297829,CHEMBL484531,50251713
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4cccc(O)c4)cc3)cc2)c1,45,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.2095696398615,-12.670398490241,399.87700000000007,6.145500000000005,1.9197470345888803,0.43220047637001974,63.32000000000001,2,2,4,True,,,,,,,0.4933628318584071,0.43333333333333335,0.17228297462329642,1133030,50387983,50388258,0.5961877867984469,0.35714285714285715,0.18726576436508846,993085,51338184,297818
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(C(=O)c4ccc(O)cc4)cc3)cc2)c1,46,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.4982783660643,-10.5104867506585,427.8870000000001,5.709500000000005,1.9666026546513482,0.40013580363400025,80.39,3,2,5,True,,,,,,,0.4877530270819854,0.4166666666666667,0.14274307474970824,51359962,50387987,50388258,0.5713459090383057,0.27450980392156865,0.14082741666801443,297744,50841896,297819
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(F)cc4)cc3)cc2)c1,47,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-5.28428922360002,-10.5637332385771,401.86800000000005,6.579000000000004,1.8221700188335532,0.41206604065401564,43.09,1,1,4,True,,,,,,,0.487802571860817,0.4642857142857143,0.18388837394067795,1133000,50387983,50388258,0.635249315720576,0.3157894736842105,0.15475259689489554,50358203,51370193,51126204
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(N)cc4)cc3)cc2)c1,48,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.42083618150711,-10.4461404931117,398.8930000000001,6.0221000000000044,1.896050092976278,0.41232564448072584,69.11,2,2,4,True,,,,,,,0.49159891598915995,0.42105263157894735,0.1675833820947923,50082658,50387983,50388258,0.6358134567461731,0.2692307692307692,0.14790786136939982,50358203,51338185,1100159
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(F)cc4)cc3)cc2)c1,49,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-5.28428922360002,-10.5637332385771,401.86800000000005,6.579000000000004,1.8221700188335532,0.41206604065401564,43.09,1,1,4,True,,,,,,,0.487802571860817,0.4642857142857143,0.18388837394067795,1133000,50387983,50388258,0.635249315720576,0.3157894736842105,0.15475259689489554,50358203,51370193,51126204
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)c1,50,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.67198096287696,-10.5768614914273,427.8870000000001,6.138100000000004,1.8925634938121867,0.4011807398068032,80.39,2,2,5,True,,,,,,,0.467314090459491,0.4482758620689655,0.17007058823529414,1132994,50388192,50388192,0.6135743519781719,0.3090909090909091,0.17037481790621678,50358203,50251713,50251713
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(Oc4ccccc4C(N)=O)cc3)cc2)c1,51,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-10.5593049190663,-11.645099457806,442.90200000000016,5.664100000000003,2.0154767043570523,0.4026782043564744,95.41,3,2,6,True,,,,,,,0.5397338030925818,0.4142857142857143,0.1877225305963564,351316,50388320,50387990,0.5665566556655666,0.3114754098360656,0.14463483874489894,28076,51064008,1100159
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,52,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.63113244370437,-11.1834887142126,383.87800000000004,6.439900000000004,1.7451631002182175,0.43256701389836394,43.09,1,1,4,True,,,,,,,0.5417750141322781,0.44642857142857145,0.16792825407273324,CHEMBL3924809,50387983,50388258,0.5932769102395995,0.34,0.1810658155714185,993085,297764,1100164
NC(=O)c1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,53,NC(=O)c1ccc(Cl)c(-c2ccc(-c3cc[cH:1]cc3)cc2)c1,-8.63113244370437,-11.1834887142126,383.87800000000004,6.439900000000004,1.7451631002182175,0.43256701389836394,43.09,1,1,4,True,,,,,,,0.5417750141322781,0.44642857142857145,0.16792825407273324,CHEMBL3924809,50387983,50388258,0.5932769102395995,0.34,0.1810658155714185,993085,297764,1100164
