SMILES,Title,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh,best_3d_sim_rorgt,best_2d_sim_rorgt,best_3d_2d_sim_rorgt,best_3d_match_rorgt,best_2d_match_rorgt,best_3d_2d_match_rorgt,best_3d_sim_dhodh,best_2d_sim_dhodh,best_3d_2d_sim_dhodh,best_3d_match_dhodh,best_2d_match_dhodh,best_3d_2d_match_dhodh
c1cc(Cl)ccc1-c1c(Cl)cc(C(=O)O)cc1,sampled_11,-8.23719177192729,-6.19906525032216,267.111,4.358600000000002,1.5554570892055324,0.8772478689475433,37.3,1,1,2,True,51139410,0.4898967873237388,50971942,0.6528315808891348,0.140625,0.1785714285714285,0.48989678732373887,0.3620689655172414,0.11759025291427785,51139410,51245370,51245370,0.6528315808891348,0.40816326530612246,0.2291386565083159,50971942,50251713,50251718
c1(Cl)cc(-c2ccc(C(C(F)(F)F)(O)C(F)(F)F)cc2)ccc1,sampled_12,-10.1070992625203,-9.23443679005159,354.67699999999996,5.319200000000002,2.1825516266938845,0.723704455248371,20.23,1,1,2,True,51236262,0.4932635709614127,220009,0.5803301237964237,0.1475409836065573,0.2419354838709677,0.4932635709614127,0.5,0.20155889779339115,51236262,50489171,50489171,0.5803301237964237,0.2727272727272727,0.14270412880239927,220009,50841919,220009
c1(F)c(NC(=O)c2c(Cl)cccc2)ccc(C(O)=O)c1,sampled_13,-9.29881514984453,-7.30000402162982,293.68100000000004,3.4296000000000015,1.595001110076753,0.9108662325105462,66.4,2,2,3,True,50388317,0.5421985376130871,51406361,0.6699046920821115,0.2297297297297297,0.2,0.5421985376130871,0.46,0.23061237274862964,50388317,51379172,51379172,0.6699046920821115,0.39655172413793105,0.22939904076981005,51406361,CHEMBL370228,CHEMBL370228
c1(-c2ccc(NC(=O)c3c(Cl)cccc3)cc2Cl)c(Cl)cccc1,sampled_14,-9.49276437703885,-10.6965791307263,376.6700000000001,6.566100000000003,1.6880595008225967,0.5502973940145044,29.1,1,1,3,True,558967,0.5429914912673534,52794,0.6704288939051919,0.141025641025641,0.5319148936170213,0.5429914912673534,0.5102040816326531,0.20125332168238066,558967,50396844,50396844,0.6704288939051919,0.5434782608695652,0.36436352929629995,52794,CHEMBL484780,52794
FC(F)(F)c1cc(-c2ccc(NC(Cc3ccc(C(F)(F)F)cc3)=O)cc2)ccc1,sampled_15,-10.7018256269255,-10.225650128422,423.35600000000005,6.572400000000004,1.955567452571369,0.472568525409812,29.1,1,1,4,True,51122315,0.5663522702347006,1045605,0.596677531279571,0.2027027027027027,0.1818181818181818,0.5663522702347006,0.5,0.22679118875986887,51122315,51222681,1071441,0.596677531279571,0.359375,0.15389875609964582,1045605,219977,52799
c1c(-c2cc(OC(F)(F)F)ccc2)ccc(C(C(F)(F)F)(C(F)(F)F)O)c1,sampled_16,-8.45665193407199,-10.0000924648755,404.228,5.564400000000004,2.396207218609419,0.67879733965174,29.46,2,1,3,False,675363,0.6740324594257179,50841924,0.571591196559575,0.2459016393442623,0.1935483870967742,0.6740324594257179,0.3392857142857143,0.20031298266776967,675363,50489171,51085870,0.571591196559575,0.4107142857142857,0.1673000912131347,50841924,28076,CHEMBL2263448
c1c(-c2ccc(S(=O)(=O)c3ccc(C(C(F)(F)F)(C(F)(F)F)O)cc3)cc2)cccc1,sampled_17,-11.0762287169747,-7.98079817081974,460.39500000000004,5.498600000000004,2.2468618482414247,0.5235837006807259,54.370000000000005,3,1,4,True,51099340,0.5762175147412099,50319885,0.4950243255196815,0.072289156626506,0.15625,0.5762175147412099,0.4888888888888889,0.20863853235669647,51099340,675349,51085916,0.49502432551968156,0.27586206896551724,0.11228461768788961,50319885,51126195,CHEMBL381043
c1c(Cl)c(-c2c(Cl)cccc2)ccc1C(=O)Nc1ccc(C(C(F)(F)F)(C(F)(F)F)O)cc1,sampled_18,-10.1693349493066,-12.3094957195758,508.24500000000006,7.224900000000007,2.344985038483685,0.3658236111517508,49.33,2,2,4,True,1027645,0.6342996148388405,51334954,0.6055025759070481,0.3287671232876712,0.1444444444444444,0.6342996148388405,0.40625,0.23143249494073426,1027645,51285870,1071441,0.6055025759070481,0.3898305084745763,0.19238422698414848,51334954,CHEMBL484780,50251713
c1cc(NC(c2c(Cl)cccc2)=O)c(C(=O)Nc2ccc(C(C(F)(F)F)(C(F)(F)F)F)cc2)cc1,sampled_19,-10.3740836055949,-11.4218897691939,518.8160000000001,7.134000000000003,2.328140135663821,0.35289587374475456,58.2,2,2,5,False,1027685,0.6822206745597452,219993,0.5485666281633939,0.2125,0.2077922077922078,0.6822206745597452,0.38596491228070173,0.1647244919574288,1027685,51379175,493364,0.5485666281633939,0.37037037037037035,0.18334767487720052,219993,51406361,51406361
c1(Cl)c(-c2ccccc2)ccc(C(c2ccc(C(O)=O)cc2)=O)c1,sampled_20,-10.0926929874969,-5.66799332584154,336.774,4.936200000000004,1.6815334827230473,0.6866922748850309,54.37,2,1,4,True,51321831,0.5744495584027864,51338179,0.5974406824846707,0.1126760563380281,0.1818181818181818,0.5744495584027864,0.37037037037037035,0.17231451845077814,51321831,CHEMBL3609390,CHEMBL3609390,0.5974406824846707,0.3584905660377358,0.1576305759261126,51338179,50251713,CHEMBL520306
N(C(c1ccc(S(=O)(=O)C)c(F)c1)=O)c1ccc(C(C(F)(F)F)(C(F)(F)F)O)cc1,sampled_21,-9.00556330071165,-8.64994100857424,459.339,3.793700000000002,2.4303278788920366,0.6820270463800229,83.47,4,2,4,False,1027838,0.6469936884065994,50990484,0.5884274381707886,0.3561643835616438,0.16,0.6469936884065994,0.4827586206896552,0.25731472023606855,1027838,51423093,51423097,0.5884274381707886,0.3275862068965517,0.15127439569522458,50990484,51406361,176941
c1c(-c2ccc(NC(=O)c3c(Cl)cccc3)cc2Cl)c(Cl)ccc1,sampled_22,-10.5513133615958,-10.9649798347429,376.6700000000001,6.566100000000003,1.6880595008225967,0.5502973940145044,29.1,1,1,3,True,50387983,0.5809231495691182,CHEMBL484780,0.7392390186572646,0.2058823529411764,0.5319148936170213,0.5809231495691182,0.5102040816326531,0.20931038243653327,50387983,50396844,50396844,0.7392390186572646,0.5434782608695652,0.4017603362267742,CHEMBL484780,CHEMBL484780,CHEMBL484780
c1c(-c2ccc(C(O)(c3ccc(C(F)(F)F)cc3)Cc3ccccc3)cc2)cccc1,sampled_23,-11.8766482503675,-9.04635439074825,418.4580000000001,6.851000000000006,2.4527424780883624,0.3757270997917754,20.23,1,1,5,True,CHEMBL3916412,0.5488326501514882,220009,0.5025114410090412,0.1428571428571428,0.1159420289855072,0.5488326501514882,0.3137254901960784,0.11258656060169425,CHEMBL3916412,51085916,CHEMBL3957808,0.5025114410090412,0.3275862068965517,0.11287736370673448,220009,50312265,50841919
c1(-c2ccc(NC(=O)c3c(Cl)cc([N+]([O-])=O)cc3)cc2)ccccc1,sampled_24,-10.0306209688991,-8.55024802028478,352.77700000000004,5.167500000000004,1.6864362849307035,0.5198466547116982,72.24000000000001,3,1,4,False,558967,0.5464080297733168,51390139,0.6033663635129631,0.1547619047619047,0.3103448275862069,0.5464080297733168,0.6976744186046512,0.1759030183077684,558967,51379168,51379168,0.6033663635129631,0.44,0.1799313298098067,51390139,CHEMBL381043,50319887
C(c1cc(-c2ccc(Cl)c(C(=O)O)c2)ccc1C(F)(F)F)(O)=O,sampled_25,-6.58431946053071,-8.58223380964646,344.672,4.422200000000001,2.066255283692623,0.863820511446634,74.6,2,2,3,True,51085909,0.5248098981827556,50971942,0.6534212695795548,0.1451612903225806,0.1724137931034483,0.5248098981827556,0.37254901960784315,0.12659276908733036,51085909,51379175,51379168,0.6534212695795548,0.3541666666666667,0.1789908545325085,50971942,CHEMBL3818640,CHEMBL520306
c1(F)c(-c2ccc(NC(Cc3ccc(C(F)(F)F)cc3)=O)cc2)cccc1,sampled_26,-8.88820268844536,-10.095433697162,373.349,5.692700000000003,1.7850484314736494,0.5848032855882762,29.1,1,1,4,True,50396836,0.7066486420056532,993101,0.6437199636316404,0.3846153846153846,0.1585365853658536,0.7066486420056532,0.5344827586206896,0.316379209198639,50396836,51285860,50396837,0.6437199636316404,0.35185185185185186,0.16377115609420267,993101,306827,52784
C(O)(C(F)(F)F)(C(F)(F)F)c1ccc(NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,sampled_27,-9.01673214467903,-9.88456952870826,446.26900000000006,5.661600000000003,2.3134477394164676,0.5331501409097126,61.36,2,3,3,False,1027838,0.6334705685990876,50251702,0.6270905144899783,0.25,0.1551724137931034,0.6334705685990876,0.4888888888888889,0.30519209588597346,1027838,1071441,1071441,0.6270905144899783,0.4523809523809524,0.2112719681342031,50251702,306827,CHEMBL70544
c1(-c2ccc(NC(=O)c3c(Cl)ccc(-c4ccccc4)c3)cc2)ccc(C(O)=O)cc1,sampled_28,-11.6198464636996,-11.739150371342,427.8870000000001,6.624500000000006,1.7726582411996326,0.37557254457278155,66.4,2,2,5,True,351293,0.6263847952027646,50251702,0.5639722863741339,0.1309523809523809,0.2833333333333333,0.6263847952027646,0.5333333333333333,0.16817211101793123,351293,51379168,50396846,0.5639722863741339,0.5111111111111111,0.26048193956891175,50251702,CHEMBL381043,50319887
c1ccc(Cl)c(C(=O)O)c1,sampled_29,-5.93329104702383,-5.17283451505335,156.568,2.0382,1.2982232128293596,0.6757803637576271,37.3,1,1,1,True,51379169,0.3408802753124433,51338158,0.3951755246126691,0.2954545454545454,0.225,0.34088027531244336,0.4,0.09296734781248454,51379169,51253474,51379169,0.39517552461266914,0.4838709677419355,0.11905131847642722,51338158,50527774,50565529
c1c(-c2c(C(F)(F)F)cccc2)ccc(C(C(F)(F)F)(C(F)(F)F)O)c1,sampled_30,-10.2414222829193,-10.3146634036074,388.22900000000004,5.684600000000005,2.3538190822238434,0.6562482959465852,20.23,1,1,2,False,51085917,0.628485682130799,220008,0.5498294808639637,0.34,0.2580645161290322,0.628485682130799,0.4107142857142857,0.2136851319244717,51085917,1137238,51085917,0.5498294808639637,0.2833333333333333,0.1442175687512036,220008,220023,220008
c1cc(-c2ccc(S(=O)(c3ccc(C(C(F)(F)F)(C(F)(F)F)O)cc3)=O)cc2)ccc1,sampled_31,-11.2952110213963,-7.98681756733966,460.39500000000004,5.498600000000003,2.2468618482414247,0.5235837006807259,54.37,3,1,4,True,50396853,0.5589854290339988,297803,0.4202388667715953,0.1470588235294117,0.1408450704225352,0.5589854290339988,0.4888888888888889,0.2101846075645202,50396853,675349,51085918,0.4202388667715953,0.27586206896551724,0.07638832195630467,297803,51126195,51126195
c1cc(Cl)c(C(=O)Nc2c(C(Nc3ccc(C(F)(F)F)cc3)=O)cccc2)cc1,sampled_32,-10.1713805249445,-8.74835030381458,418.802,5.863400000000003,1.7883879984443016,0.5568979011368472,58.2,2,2,4,True,51251230,0.5722936364602146,219991,0.5695636834058568,0.1379310344827586,0.1428571428571428,0.5722936364602146,0.42592592592592593,0.17211303936967656,51251230,51379175,51379175,0.5695636834058568,0.46938775510204084,0.25332345071747225,219991,51406361,51406361
c1(NC(c2c(Cl)cccc2)=O)cccc(C(F)(F)F)c1,sampled_33,-9.43849492341817,-8.39919919120924,299.679,4.611100000000001,1.5959552359508784,0.8616792194132806,29.1,1,1,2,True,51379172,0.6340666895840494,50565528,0.5889119667678543,0.3333333333333333,0.3137254901960784,0.6340666895840494,0.4166666666666667,0.21135556319468313,51379172,51379168,51379172,0.5889119667678543,0.4375,0.18967367969085444,50565528,51282849,51406361
c1(Cl)c(C(c2c(Cl)cccc2F)=O)ccc(C(=O)O)c1,sampled_34,-9.11844471281994,-8.66037946550722,313.11100000000005,4.061700000000002,1.9171311800068214,0.8693981218378576,54.370000000000005,2,1,3,True,CHEMBL3218923,0.5729339988907376,50971943,0.5922185430463576,0.1272727272727272,0.1186440677966101,0.5729339988907376,0.5490196078431373,0.20970991407354225,CHEMBL3218923,51253528,51253500,0.5922185430463576,0.3076923076923077,0.13272760158280178,50971943,1001133,50319901
c1(-c2c(F)c(F)ccc2)ccc(C(C(F)(F)F)(C(F)(F)F)O)cc1,sampled_35,-10.1458288645042,-9.35152357416917,356.21199999999993,4.944000000000003,2.3268503864076013,0.7557337577349913,20.23,1,1,2,False,51085917,0.5227272727272727,220009,0.5532435740514077,0.3076923076923077,0.1,0.5227272727272727,0.37735849056603776,0.16932436056860017,51085917,50492402,50265711,0.5532435740514077,0.3392857142857143,0.12534562211981568,220009,297771,51370190
c1c(Cl)c(Cl)cc(NC(=O)c2cc(C(F)(F)F)ccc2Cl)c1,sampled_36,-9.82976633350677,-8.2575262554419,368.5690000000001,5.917900000000001,1.8155056257656348,0.7004020478473946,29.1,1,1,2,True,667068,0.5121980387467113,50565528,0.6183449954365683,0.0921052631578947,0.2452830188679245,0.5121980387467113,0.39622641509433965,0.1672968269074136,667068,51379175,51379170,0.6183449954365683,0.46808510638297873,0.24101218947693256,50565528,51406361,51406361
c1cc(-c2cccc(Cl)c2)ccc1C(C(F)(F)F)(C(F)(F)F)O,sampled_37,-10.1698927039539,-9.12544084761753,354.67699999999996,5.319200000000004,2.1825516266938845,0.7237044552483708,20.23,1,1,2,True,675363,0.6381806534272902,220009,0.5479009687836383,0.2586206896551724,0.2419354838709677,0.6381806534272902,0.5,0.2656175203446625,675363,50489171,50489171,0.5479009687836383,0.2727272727272727,0.13472974642220611,220009,50841919,220009
c1c(-c2c(Cl)cccc2F)c(Cl)ccc1NC(c1ccc(C(=O)O)cc1)=O,sampled_38,-9.90470865956631,-8.89035750094472,404.22400000000016,5.750000000000003,1.9227259618380224,0.5820491838405351,66.4,2,2,4,True,558626,0.5741553312856515,1045584,0.575570402117736,0.1875,0.25,0.5741553312856515,0.3870967741935484,0.1987523543052486,558626,795452,795452,0.575570402117736,0.40625,0.1893104534005038,1045584,50319875,50319875
c1(C(F)(F)F)cc(NC(Cc2ccc(-c3c(-c4ccccc4)cccc3)cc2)=O)ccc1,sampled_39,-10.9983582371023,-12.1494808288282,431.45700000000005,7.220600000000006,1.8801090668106522,0.3550843302233887,29.1,1,1,5,True,382434,0.566531027466938,CHEMBL200856,0.4967195767195766,0.1830985915492957,0.2133333333333333,0.566531027466938,0.5263157894736842,0.20226814698918769,382434,CHEMBL4172665,CHEMBL3609390,0.49671957671957667,0.4423076923076923,0.17931263247492366,CHEMBL200856,51282849,51282849
c1(-c2ccc(NC(Cc3c(F)cccc3Cl)=O)cc2)ccccc1,sampled_40,-9.58230518980549,-10.1037240773638,339.797,5.327300000000003,1.6492040414482112,0.6837626429612308,29.1,1,1,4,True,766076,0.5297393628870573,CHEMBL142996,0.7268041237113403,0.1590909090909091,0.3454545454545454,0.5297393628870573,0.46,0.1770913514709135,766076,50396846,50396846,0.7268041237113403,0.4098360655737705,0.26055242170783893,CHEMBL142996,50319875,CHEMBL142996
c1(-c2ccc(NC(=O)Cc3ccc(-c4ccccc4)cc3)cc2)ccc(C(=O)O)cc1,sampled_41,-12.2827754469992,-13.1384332203092,407.46900000000016,5.900000000000005,1.7180298574485509,0.4181315998735958,66.4,2,2,6,True,51222681,0.623868778280543,1100170,0.4852054007469117,0.4901960784313725,0.1973684210526315,0.623868778280543,0.6341463414634146,0.37924932218551205,51222681,50396846,50396846,0.48520540074691176,0.4523809523809524,0.16925663823867418,1100170,50319887,CHEMBL381043
c1(OCC)ccc(-c2cc(F)c(F)cc2-c2ccc(S(=O)(C)=O)cc2)cc1,sampled_42,-7.44887425596029,-10.4680912518133,388.43500000000006,5.101000000000004,1.9805585772226362,0.6106691716945841,43.370000000000005,3,0,5,True,795468,0.5588740130449708,CHEMBL3896992,0.5024899793513907,0.0857142857142857,0.0958904109589041,0.5588740130449708,0.3548387096774194,0.11269416431678055,795468,51285860,382435,0.5024899793513907,0.328125,0.12150667462556979,CHEMBL3896992,51186846,51186846
c1(-c2ccc(Cl)c(C(=O)Nc3ccc(C(O)=O)cc3)c2)c(F)cccc1,sampled_43,-8.54266273005739,-7.55412767118061,369.77900000000005,5.096600000000002,1.7364726928356298,0.67222299240835,66.4,2,2,4,True,558626,0.5594015185350603,51126195,0.5942347624282399,0.1728395061728395,0.2394366197183098,0.5594015185350603,0.4423076923076923,0.17751258140911783,558626,51379168,51253459,0.5942347624282399,0.4230769230769231,0.1991414965770791,51126195,CHEMBL381043,220022
c1(-c2ccccc2)ccc(S(=O)(=O)C(C(F)(F)F)(C)C)cc1,sampled_44,-9.83460893294125,-8.04431722744678,328.355,4.468200000000002,2.163170814813876,0.8329900295099355,34.14,2,0,3,True,50252868,0.5136346656705267,219996,0.6029646853654992,0.2068965517241379,0.140625,0.5136346656705267,0.3404255319148936,0.1489265040683607,50252868,50396846,51085918,0.6029646853654992,0.2909090909090909,0.14174542358450404,219996,51126195,1100164
c1(Cl)c(C(=O)c2c(Cl)cccc2F)c(F)ccc1,sampled_45,-9.80004261505595,-8.49234786809949,287.092,4.502600000000002,1.970298314531945,0.7429853726974442,17.07,1,0,2,True,51379173,0.4470927584636405,51282827,0.534295443489541,0.1886792452830188,0.238095238095238,0.4470927584636405,0.45652173913043476,0.14453700366231906,51379173,51253459,50387983,0.534295443489541,0.32727272727272727,0.12721320083084312,51282827,1001133,51282827
c1c(-c2c(F)cc(F)cc2)ccc(C(C(F)(F)F)(C(F)(F)F)O)c1,sampled_46,-9.98056785655967,-8.96519315808403,356.212,4.944000000000003,2.283839397396612,0.7557337577349913,20.23,1,1,2,False,51085908,0.5127226463104326,CHEMBL2263626,0.5705625264345129,0.2545454545454545,0.1587301587301587,0.5127226463104326,0.4897959183673469,0.17461727893574347,51085908,50492402,51285893,0.5705625264345129,0.3157894736842105,0.15709613629449345,CHEMBL2263626,51370189,51370189
c1c(Cl)c(-c2ccc(-c3c(C(F)(F)F)cc(C(O)=O)cc3)cc2)ccc1,sampled_47,-9.74778320002288,-7.62118231684211,376.76099999999997,6.391000000000004,1.9225410279251989,0.5746028097477474,37.3,1,1,3,True,51253503,0.4875678119349005,CHEMBL2263626,0.593519882179676,0.3125,0.2461538461538461,0.4875678119349005,0.41935483870967744,0.19147085749160817,51253503,651569,51379189,0.593519882179676,0.45614035087719296,0.2298743031179021,CHEMBL2263626,CHEMBL520306,52788
c1(-c2ccc(NC(=O)c3c(Cl)cc([N+]([O-])=O)cc3)cc2)ccccc1,sampled_48,-10.0306209688991,-8.55024802028478,352.77700000000004,5.167500000000004,1.6864362849307035,0.5198466547116982,72.24000000000001,3,1,4,False,558967,0.5464080297733168,51390139,0.6033663635129631,0.1547619047619047,0.3103448275862069,0.5464080297733168,0.6976744186046512,0.1759030183077684,558967,51379168,51379168,0.6033663635129631,0.44,0.1799313298098067,51390139,CHEMBL381043,50319887
c1cc(NC(=O)c2c(Cl)cccc2)c(Cl)cc1C(F)(F)F,sampled_49,-10.0167816837309,-8.74520582650304,334.124,5.264500000000002,1.7230468592985648,0.7969485746601017,29.1,1,1,2,True,50387983,0.5565520677628302,50251725,0.6549179093236933,0.1805555555555555,0.2419354838709677,0.5565520677628302,0.4423076923076923,0.18577129489472963,50387983,51379175,51379172,0.6549179093236933,0.36666666666666664,0.22650417512976756,50251725,50251709,50251709
c1(-c2c(F)cc(F)cc2F)ccc(C(C(F)(F)F)(C(F)(F)F)O)cc1,sampled_50,-9.72814337897914,-9.31991632076895,374.202,5.0831000000000035,2.457173603040548,0.7270378630599426,20.23,1,1,2,False,675354,0.6383391540551029,220009,0.5325171142706688,0.2352941176470588,0.0869565217391304,0.6383391540551029,0.42105263157894735,0.23119484201380947,675354,1137227,1137227,0.5325171142706688,0.2641509433962264,0.09863626380208854,220009,51338201,1045616
c1(-c2cccc(-c3c(Cl)cccc3Cl)c2)ccc(C(C(F)(F)F)(O)C(F)(F)F)cc1,sampled_51,-12.4379342596976,-10.9509032743091,465.2200000000001,7.639600000000006,2.3874962549604124,0.39447336728340127,20.23,1,1,3,True,50489171,0.6041046011254552,1001123,0.5967020023557126,0.3888888888888889,0.1216216216216216,0.6041046011254552,0.3888888888888889,0.23492956710434368,50489171,50489171,50489171,0.5967020023557126,0.2777777777777778,0.1318256754886045,1001123,297764,297764
c1(-c2ccc(Cl)c(C(=O)O)c2)ccc(CC(Nc2ccc(C(F)(F)F)cc2)=O)cc1,sampled_52,-10.863910868309,-12.4549933989756,433.8130000000001,5.9052000000000024,1.9565433561858256,0.5257086498422274,66.4,2,2,5,True,50396846,0.588534442903375,1100169,0.5611099563500312,0.4107142857142857,0.1529411764705882,0.588534442903375,0.46153846153846156,0.2461144033959568,50396846,51089688,50396846,0.5611099563500312,0.35714285714285715,0.16184876359836922,1100169,306827,51406352
c1c(C(F)(F)F)ccc(NC(=O)CN(S(c2ccc(C)cc2)(=O)=O)C)c1,sampled_53,-6.31485939941664,-1.92945896071311,386.39500000000015,3.2730200000000016,1.9116534455076177,0.8577443985872122,66.48,3,1,5,True,382438,0.5904548006737788,51338189,0.544798041615667,0.208955223880597,0.1081081081081081,0.5904548006737788,0.6428571428571429,0.2774655639402674,382438,50492393,50492393,0.544798041615667,0.375,0.1215719811082389,51338189,51406361,50312265
c1(-c2cc(-c3ccccc3Cl)ccc2F)ccc(C(=O)C(F)(F)F)cc1,sampled_54,-10.9460098570173,-11.1968792839228,378.752,6.558100000000004,2.0449160279251988,0.3724370199212573,17.07,1,0,3,True,675363,0.5685684527253789,51338167,0.6354617856643845,0.125,0.1612903225806451,0.5685684527253789,0.390625,0.14713830574045628,675363,50387988,50388321,0.6354617856643845,0.4,0.19461806802851417,51338167,51370190,CHEMBL520306
