smiles,qed,sas,ror_score,dhodh_score,logP,weight
CC(C)[C@H](CO)NC(=O)C(=O)N1C[C@@H](CC#N)[C@H](O)C1,0.563895197,3.920614825,-6.8,-9,-1.14752,283.1532062
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl)N1CCCC(c2ccc3c(c2)CCC3)C1,0.675741597,2.889448528,-11,-10.8,4.2611,503.1645551
NS(=O)(=O)N1CCC[C@@H](NC(=O)N2CCC3(Cc4ccccc4C3)C2)C1,0.798700987,3.63022586,-10.8,-10.8,0.8548,378.1725617
CS(=O)(=O)c1cccc(C(=O)Nc2ccc(NC(=O)N3C[C@H]4CC=CC[C@H]4C3)cc2Cl)c1,0.64205056,3.172677326,-10.2,-9.8,4.4257,473.1176049
CS(=O)(=O)c1cccc(C(=O)Nc2ccc(NC(=O)C(=O)N3C[C@H]4CC=CC[C@H]4C3)cc2Cl)c1,0.492450776,3.299155137,-9.9,-10.9,3.3589,501.1125195
CC1CCN(c2ccc(CCC(=O)Nc3ccc(Br)cc3)cc2)CC1NC(=O)C(F)(F)F,0.578436321,3.059695234,-10.1,-12.6,4.9137,511.1082238
O=C(Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2)C(=O)N[C@@H]1[C@H]2Cc3ccccc3[C@H]21,0.620950821,3.435340961,-11.5,-12.3,3.1256,422.1266571
CC(C#N)ONC(F)C(F)(F)Oc1cccc(Br)c1,0.639069431,3.960127242,-7.3,-8.7,3.14958,337.9877743
CC(C#N)ONC(F)(Oc1cccc(Br)c1)C(F)F,0.491492955,4.069395115,-7.3,-9,3.14958,337.9877743
CC(C#N)ONc1cccc(OC(F)(F)C(F)F)c1,0.641087764,3.445779164,-7.4,-8.8,3.17888,278.0678404
Cc1cc(NCC(=O)NNC(=O)c2cccc(C#N)c2)cc(N2CCN(C(C)C)CC2)c1,0.603334557,2.421584819,-10.2,-13,2.2702,434.2430242
Cc1cc(NC(=O)C(=O)N(NC(=O)c2cccc(C#N)c2)C(=O)CCl)cc(N2CCN(C(C)C)CC2)c1,0.348882751,2.923594682,-11,-11.3,2.2746,524.1938811
CCC[C@@H]1CN(C(F)COS(=O)(=O)c2ccc(C)cc2)C[C@H]1O,0.605384733,3.722697563,-8.3,-10.5,2.08872,345.1410075
CCCC1NCCN(c2cccc(CNS(=O)(=O)c3ccc(C)cc3)c2)C1=O,0.747490537,2.776374491,-9.9,-11.2,2.57842,401.1773127
CC#CCS(=O)(=O)NC(=O)NS(=O)(=O)c1ccc(C(C)NC)cc1,0.617100461,3.28685775,-7.8,-10.3,0.308,373.0766127
CC#CCS(=O)(=O)NC(=O)C(=O)NS(=O)(=O)c1ccc(C(C)NC)cc1,0.420625166,3.36186634,-8.2,-11.3,-0.7588,401.0715273
C=CC(C)(O)C(=O)NCC(=O)C(C)C,0.624271762,3.556065854,-6.4,-7.1,0.2647,199.1208434
COC(=O)[C@H]1CN(C(=O)NNC(=O)C(C)C)CC(=O)N1,0.415476363,3.165691435,-7.9,-9,-1.6434,286.1277197
COC(=O)[C@H]1CNCC(=O)N1C(=O)C(=O)NNC(=O)C(C)C,0.286483233,3.339065685,-7.9,-9.4,-2.7102,314.1226343
COC(=O)[C@H]1CN(C(=O)C(=O)NNC(=O)C(C)C)CC(=O)N1,0.288157116,3.223237834,-8,-10.1,-2.7102,314.1226343
Cc1ccc(C)c(-n2cnc3cc(C(=O)Nc4ccc(S(=O)(=O)NC5CCCC5)cc4)ccc32)c1,0.394170019,2.336749601,-10.6,-12.1,5.11554,488.1882118
CC1CCCN(S(=O)(=O)c2ccc(NC(=O)NS(=N)(=O)N(C)C)cc2)C1,0.691787094,3.259489249,-8.9,-9.9,1.66707,403.1347963
CC1CCCN(S(=O)(=O)c2ccc(NC(=O)C(=O)NS(=N)(=O)N(C)C)cc2)C1,0.585857282,3.343409897,-9.1,-10.4,0.60027,431.1297109
CCN(CC)S(=O)(=O)NC(=O)C(=O)N(C(C)C)S(=O)(=O)c1cccc(C#N)c1,0.607682771,2.947018293,-8.7,-8.2,0.18678,430.0980764
CC1CNCC(NC(=O)C(F)(F)N2CCc3ccccc3[C@H]2c2ccccc2)C1,0.775450183,3.729375605,-10.3,-10,3.3411,399.2122189
CN(C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)S(=O)(=O)[C@@H]1CCCNC1,0.709359851,3.046364574,-9.6,-10.7,1.4067,444.150112
CNS(=O)(=O)[C@@H]1CCCN(C(=O)C(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)C1,0.593988238,2.974528778,-9.3,-10.3,0.3399,472.1450266
CC1CCCCN1S(=O)(=O)c1ccc(CCNC(=O)N2C(=O)NC(=O)C23Cc2ccccc2C3)cc1,0.600181151,3.688455559,-11.3,-12.9,2.5912,510.1936911
O=S(=O)(NC1CCN(c2ccc([C@@H]3C[C@H]4CCNC[C@H]43)cc2)CC1)c1ccc(F)cc1,0.74281426,3.358429845,-10.4,-12.2,3.486,443.2042764
O=C(NCc1ccccc1CS(=O)(=O)N1CCOCC1)C(=O)N1CC(S(=O)(=O)N2CCOCC2)C1,0.41287634,2.856063984,-9.6,-7.9,-1.6624,530.1505059
CC(C)c1ccc2c(c1)[C@@H](Nc1cccc(NC(=O)CC(=O)Nc3cccc(Cl)c3)c1)CCC2,0.324615215,2.773936661,-11.5,-13,6.9202,475.2026549
CN(Cc1cc(F)ccc1Oc1ccc(F)c(Cl)c1)C(=O)C(=O)NS(=O)(=O)N1CCNCC1,0.58138404,2.791526252,-10.1,-9.6,1.6351,502.0889249
Nc1cc(S(=O)(=O)N2CCOCC2)ccc1NC(=O)NS(=O)(=O)N1C[C@H]2CCC[C@H]2C1,0.52325951,3.39148751,-10.5,-11.4,0.3879,473.1402756
Nc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)NS(=O)(=O)N1C[C@H]2CCC[C@H]2C1,0.52325951,3.402478491,-11.2,-10.6,0.3879,473.1402756
Nc1cc(S(=O)(=O)N2CCOCC2)ccc1NC(=O)C(=O)NS(=O)(=O)N1C[C@H]2CCC[C@H]2C1,0.352192833,3.497684522,-10.1,-11.7,-0.6789,501.1351902
Nc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)C(=O)NS(=O)(=O)N1C[C@H]2CCC[C@H]2C1,0.352192833,3.508078167,-10,-11.1,-0.6789,501.1351902
CC(C)NC[C@@H]1CCC(=O)N1C(=O)NC1CN(C2CC2)Cc2ccccc21,0.835423912,3.59589608,-8.8,-10.7,2.4043,370.2368762
CC(CC#N)C(F)(F)N1C[C@@H](C(F)(F)F)[C@@H](C(F)(F)F)C1,0.583123802,4.659014349,-8.1,-8.5,3.80158,324.0872741
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)N1CCC(C2Cc3ccccc3C2)C1,0.789042031,2.725162159,-10.4,-10.9,3.7399,439.1929628
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)C(=O)N1CCC(C2Cc3ccccc3C2)C1,0.700771172,2.860586545,-11.9,-11.9,2.6731,467.1878774
CC1CCCCN1S(=O)(=O)c1ccc(CCCNC(=O)N2CC[C@@H]3[C@@H](C#N)[C@@H]3CC2)cc1,0.661544412,3.729409475,-10.4,-12.4,3.37348,458.2351619
Cc1ccc(S(=O)(=O)NCCN(C)C(=O)NS(=O)(=O)c2ccc(C3CCNCC3)cc2)cc1,0.513768032,2.528397233,-10.6,-11.6,1.77062,494.1657621
C#CC(C)(C)N1CC[C@@H](C)[C@@H](c2ccc(O)cc2)C1,0.822257846,3.575096716,-8.5,-8.6,3.2294,257.1779644
CCCC(CCC)[C@H](C)NC(=O)C(=O)NNC(=O)C(C)O,0.398774582,3.448171512,-7.3,-8.1,0.2357,301.2001563
CCCC(CCC)[C@H](C)NC(=O)C(=O)N(N)C(=O)C(C)O,0.271128366,3.863444845,-7.1,-7.8,0.3172,301.2001563
C#CC(C)(C)C(=O)Oc1cccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)c1,0.430640795,3.11294555,-8.8,-9.8,1.6389,367.1089584
Cc1ccc(C2CN(C(=O)C(=O)Nc3ccc(S(=O)(=O)NC4CCC(O)CC4)cc3)C2)cc1,0.578106146,2.43278051,-11.2,-10.6,2.14132,471.182792
CCN(CC#N)C(=O)NC(=O)C(C)(C)C#N,0.70748162,3.140001759,-7,-7.9,0.61786,222.1116757
CCN(CC#N)C(=O)C(=O)NC(=O)C(C)(C)C#N,0.537906247,3.230905727,-6.6,-8,-0.44894,250.1065903
CCC(C)N(C)C(=O)C(=O)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,0.762470573,2.797158996,-8.5,-9.5,0.9029,383.1514919
c1ccc(C2(N3C[C@@H]4[C@H]5CC[C@H](C5)[C@@H]4C3)CCCNC2)cc1,0.901089607,4.8341727,-9,-9.4,3.2432,296.2252489
CC1NCCN(c2cccc(C3CNC3)c2)C1C,0.827827428,3.499509109,-7.2,-8.5,1.56,245.1891977
CCNc1ccc(S(=O)(=O)NC(=O)N2C(=O)NC3(CCC(C(C)(C)CC)CC3)C2=O)cc1,0.554106506,3.415533248,-9.4,-7.7,3.4337,464.2093411
CCOCCNCC(C)C(=O)NS(=O)(=O)c1cccc(NC(=O)CCl)c1,0.372573013,2.84652541,-7.9,-9.4,0.931,405.1125195
CCOCCN(CC(C)C(=O)O)C(=O)NS(=O)(=O)c1cccc(NC(=O)CCl)c1,0.341266922,3.006357342,-7.6,-9.8,1.3214,449.1023488
CC(NC(=O)C(=O)N1CCN(C(C)c2cccc(C#N)c2)CC1)C1CCCN1,0.75817286,3.599965975,-9.6,-10.1,1.02018,383.2321252
CC(N)c1cccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,0.724428051,2.563054403,-9.5,-10.3,1.528,425.1079128
CO[C@H]1CNC[C@@H]1N1CCC(C)C1C,0.706812711,4.136610651,-6.1,-7.3,0.7035,198.1732133
C=CCNS(=O)(=O)c1cccc(N(C(=O)N2CC[C@@H]3CNC[C@@H]32)C(C)C)c1,0.723314603,3.612964622,-6.7,-9.1,1.7794,392.1882118
CN(C)S(=O)(=NS(=O)(=O)NC(=O)C[C@@H]1CNC[C@H]1O)c1ccccc1,0.590483073,4.157566428,-8.1,-8.7,-0.6785,390.1031618
CN(C)S(=O)(=NS(=O)(=O)N1C[C@@H](CC(N)=O)[C@H](O)C1)c1ccccc1,0.669174481,4.11937104,-7.7,-8.9,-0.597,390.1031618
CCS(=O)(=O)NC1CCN(C(F)(F)[C@@H](N)c2ccc(F)cc2)CC1,0.754381098,3.236688774,-8.3,-9.5,1.822,365.1384826
CC(C)O[C@@H]1CCN(C(=O)C(=O)NS(=O)(=O)c2cccc(C(=O)N(C)C)c2)[C@H](C)C1,0.685034942,3.435226347,-8.5,-10.2,0.9978,439.1777066
CC1CC(c2ccccc2)CN([C@@H]2CNC[C@H]2C(F)(F)F)C1,0.901558237,3.807298202,-8.9,-10.1,3.2623,312.1813334
CN1CC[C@@H]2CN(c3ccc(C4CNC4)cc3)C[C@@H]21,0.866311047,3.194348303,-8,-10.6,1.5137,257.1891977
C#CCN(C(F)(F)C1CNCCN1)S(=O)(=O)c1ccc(C)cc1,0.612529557,3.60190658,-8.5,-10,0.77312,343.1166043
O=C(NC[C@@H](O)C(F)(F)F)c1cc(S(=O)(=O)N2CCCc3ccccc32)ccc1Cl,0.714430682,2.852773351,-9.3,-10.7,3.1345,462.0627904
CN(CCC#N)C(=O)N[C@@H]1[C@H]2Cc3ccccc3[C@H]21,0.896189973,3.605406367,-7.9,-9.2,1.87978,255.1371622
CN(CCC#N)C(=O)C(=O)N[C@@H]1[C@H]2Cc3ccccc3[C@H]21,0.83440705,3.713124599,-8.8,-9.7,0.81298,283.1320768
CCC(=O)NC(C)C(=O)N1C[C@H]2CCN(C(=O)[C@@H](O)[C@@H](C)O)[C@H]2C1,0.575815702,3.919913862,-7.4,-8.1,-1.2979,341.195071
Cc1cccc([C@H]2C[C@H](NC(=O)C(=O)N3CC(=O)NC(C(C)C)C3)C2)c1,0.801561401,3.193001033,-8.8,-8.9,1.34022,357.2052417
CCN(C)S(=O)(=O)NC(=O)C(C)(C)C(=O)NC,0.627834899,3.032621527,-7,-7.4,-0.9287,265.1096271
CCN(C)S(=O)(=O)NC(=O)C(=O)N(C)C(=O)C(C)(C)C(=O)O,0.454116273,3.261546434,-7,-8.6,-1.6051,337.0943709
CC(C#N)N1CC(C)S(=O)C(C)C1,0.626843057,4.867097928,-6,-6.9,0.73978,200.0983341
CO[C@@H]1Cc2ccccc2[C@H]1NC(=O)C(=O)N1CC(C(=O)N2CCCCC2)Oc2ccccc21,0.705635608,3.59417028,-11.2,-7.5,2.2217,463.210721
CC1CNCC(N(C(=O)Nc2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)C(=O)C(F)(F)F)C1,0.553054547,3.51315742,-10.6,-10.9,4.0616,518.1002385
CC1CNCC(N(C(=O)C(=O)Nc2cccc(S(=O)(=O)Nc3cccc(Cl)c3)c2)C(=O)C(F)(F)F)C1,0.495277459,3.608517151,-11.1,-11,2.9948,546.0951531
Cc1ccc(S(=O)(=O)N[C@@H](CO)C(=O)OC(F)(F)C(F)(F)C2CCNCC2)cc1,0.415462479,3.316828939,-9.2,-10.4,1.40512,442.1185557
CC1CN(C(=O)C(=O)NCC2CCc3ccccc3CC2)C1C,0.671661891,3.210206836,-10,-10.7,2.1646,314.1994281
CCCNS(=O)(=O)NC(=O)N(C)S(=O)(=O)[C@H]1CCNC1,0.548555783,3.622883598,-6.9,-8.4,-1.4361,328.0875117
CCCNS(=O)(=O)NC(=O)C(=O)N(C)S(=O)(=O)[C@H]1CCNC1,0.446491778,3.667756667,-6.9,-8.4,-2.5029,356.0824264
CCCNS(=O)(=O)NC(=O)C(=O)N1CC[C@H](S(=O)(=O)NC)C1,0.449100569,3.487809187,-7.2,-9,-2.5029,356.0824264
CN(C)S(=O)(=O)N1CCCCC1CNC(=O)C(=O)N1CCNC(C)(C)C1,0.599108501,3.405995637,-8.8,-9.9,-1.0261,389.2096755
N#Cc1cccc(NC(=O)N(C(=O)NS(=O)(=O)c2cccc(C(N)=O)c2)C2CC2)c1,0.658083369,2.566178911,-10.6,-11.9,1.75198,427.0950396
Cc1ccc(S(=O)(=O)NC(=O)N(C)C(=O)NC[C@H]2CCC[C@H]2O)cc1,0.737330923,3.239832476,-9,-10.7,1.19572,369.1358418
Cc1ccc(S(=O)(=O)NCCCC(=O)N[C@@H](C#N)C(C)C)cc1,0.705519861,2.722371628,-7.8,-9.4,1.7179,337.1460126
CC[C@H](NC(=O)C(=O)NC(C)(C)C(F)(F)F)C(F)F,0.610166696,3.547987694,-7.4,-8.3,1.6034,290.1053688
N#CCCCC(F)(F)N1CCCCNC(=O)C(F)(F)C1,0.49085828,3.963734251,-7.5,-8.8,2.12038,295.130775
O=S(=O)(c1ccc(N(CC2CC2)S(=O)(=O)C2CCNC2)cc1)N1CCNCC1,0.643308069,3.222909447,-8.3,-10,0.1886,428.1551974
O=S(=O)(NCC1CC1)C1CCN(c2ccc(S(=O)(=O)N3CCNCC3)cc2)C1,0.643308069,3.024490557,-8.4,-9.5,0.1886,428.1551974
CNc1cccc(S(=O)(=O)NC(=O)C(=O)NO[C@@H](C)C(=O)O)c1,0.380593815,3.130058229,-7.8,-9.3,-0.9459,345.0630708
CC(C#N)N(C)C(F)(F)C(C)CC#N,0.653224001,4.431356169,-6,-7,1.97286,201.1077539
O=C(Oc1cccc([C@@H](O)C(F)(F)F)c1)[C@H]1CCCN1S(=O)(=O)c1ccccc1,0.583577678,3.068011082,-10,-10,3.041,429.0857783
C[C@@H](NC(=O)CNS(=O)(=O)c1cccc(C#N)c1)C(F)F,0.802588229,2.94677334,-8.3,-9.7,0.60638,317.0645687
C[C@@H](NC(=O)N(CC(=O)O)S(=O)(=O)c1cccc(C#N)c1)C(F)F,0.777839204,3.369036974,-8.1,-8.5,0.99678,361.054398
C[C@@H](N)C(F)N(CC(=O)O)S(=O)(=O)c1cccc(C#N)c1,0.72627363,3.424852071,-7.3,-9,0.27638,315.0689051
C[C@@H](NC(=O)C(=O)N(CC(=O)O)S(=O)(=O)c1cccc(C#N)c1)C(F)F,0.647926025,3.456114235,-8.2,-9.1,-0.07002,389.0493126
C[C@@H](N)C(F)OC(=O)CNS(=O)(=O)c1cccc(C#N)c1,0.713675175,3.353511786,-7.8,-9,0.02258,315.0689051
CN(C)c1ccc(S(=O)(=O)NC(F)(F)[C@H]2CCNC2)cc1,0.801660127,3.174138594,-7.9,-9.6,1.2332,319.1166043
Cc1cc(N2C[C@@H](C)N(C(C)C)[C@@H](C)C2)ccc1NCc1ccc(C#N)cc1,0.814887589,3.203773069,-9.9,-10.8,4.7862,376.262697
CC(N)C(F)N[C@H](c1ccc(F)cc1)C(F)(F)F,0.650513103,3.592318458,-7.4,-7.9,2.6615,268.0998895
CC(NC(=O)C(=O)N[C@H](c1ccc(F)cc1)C(F)(F)F)C(F)F,0.651734902,3.42452151,-8.7,-9.5,2.3151,342.0802969
CC(C)N1[C@H](C)CN(C(=O)C(=O)NCC(O)C(N)=O)C[C@@H]1C,0.533771767,3.873935977,-7.5,-8.4,-1.7216,314.1954053
CC(C)N1[C@H](C)CN(C(=O)C(=O)NC(=O)C(O)CN)C[C@@H]1C,0.53363227,4.090885774,-7.2,-8.6,-1.7216,314.1954053
CC1CCN(C(=O)NNC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1C,0.579904783,3.091509625,-10.2,-9.4,1.058,369.1470752
CC1CCN(C(=O)C(=O)NNC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1C,0.408719121,3.18436635,-10.3,-10,-0.0088,397.1419898
Nc1cc(S(N)(=O)=O)ccc1NC(=O)N1CC(C2C3CC4CC(C3)CC2C4)C1,0.670513545,3.830327551,-10.6,-9.7,2.4522,404.1882118
Nc1ccc(S(=O)(=O)NC(=O)N2CC(C3C4CC5CC(C4)CC3C5)C2)cc1N,0.667841878,3.971256545,-9.1,-10.6,2.2534,404.1882118
Nc1ccc(S(N)(=O)=O)cc1NC(=O)N1CC(C2C3CC4CC(C3)CC2C4)C1,0.670513545,3.842586722,-10.2,-9.3,2.4522,404.1882118
Nc1cc(S(N)(=O)=O)ccc1NC(=O)C(=O)N1CC(C2C3CC4CC(C3)CC2C4)C1,0.489756726,3.93497541,-9.8,-10.3,1.3854,432.1831264
CC(C)C1CCN(c2ccc(C(C)(C)N)cc2)C1,0.885791132,2.712530428,-7.8,-9,3.3627,246.2095988
NS(=O)(=O)c1ccc(C(F)(F)NS(=O)(=O)c2cccc(S(=O)(=O)Cl)c2)cc1,0.491243617,2.653078725,-9.3,-10.6,1.2893,459.9435832
NS(=O)(=O)c1cccc(S(=O)(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1,0.705552159,2.3077888,-9.4,-11.2,1.02,443.9731337
O=C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)C(=O)NS(=O)(=O)c1cccc(S(=O)(=O)Cl)c1,0.423056046,2.583505149,-9.6,-11.6,0.9429,533.9239906
CCCN(CCC#N)C(C)CI,0.55168737,3.478342709,-5.1,-6.2,2.43558,280.0436465
c1ccc(N2CCN(c3ccc(CN4CCNc5ccccc54)cc3)c3ccccc32)cc1,0.402226303,2.334750136,-11.7,-10.2,6.4085,432.2313969
CC(CCCC(C)C(=O)O)NC(=O)C(=O)NC(=O)C(C)Br,0.456548856,3.605875403,-7.6,-8.7,0.8083,364.0633839
O=C(Nc1cccc(C2CC2)c1)N1CC[C@@H]2CCNC[C@@H]2C1=O,0.881892283,3.222955916,-9.8,-10.2,2.5539,313.179027
O=C1NCC[C@@H]2CCN(C(=O)Nc3cccc(C4CC4)c3)C[C@H]12,0.88125432,3.122416056,-8.8,-10.3,2.5539,313.179027
O=C(Nc1cccc(C2CC2)c1)C(=O)N1CC[C@@H]2CCNC[C@@H]2C1=O,0.799045114,3.368668098,-9.4,-10.2,1.4871,341.1739416
O=C(Nc1cccc(C2CC2)c1)C(=O)N1CC[C@H]2CCNC(=O)[C@H]2C1,0.800117461,3.250704718,-9.9,-9.3,1.4871,341.1739416
Cc1ccc(S(=O)(=O)N2CCC(NS(=O)(=O)C3=Cc4ccccc4CCC3)CC2)cc1,0.740866189,2.500471011,-10.4,-9.7,3.44492,460.1490494
Nc1ccc(NC(=O)N(C(=O)Nc2ccc(CN3CCN(Cc4ccccc4)CC3)cc2)c2ccccc2)cc1,0.258447446,2.343546205,-9.6,-14.1,5.8572,534.2743243
CCNCC(F)N1CCC(C#N)C1,0.656421007,4.013534564,-5.6,-6,0.73698,185.1328257
CCCN(CCC)C(=O)CCC(=O)N1C[C@@H](C)N(C)[C@@H](C)C1,0.721827501,3.178555134,-7.2,-7.8,1.9662,311.2572773
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)N(C1CCNCC1)S(=O)(=O)C1CC1,0.680966492,2.656590176,-10,-11.6,2.5975,463.1235629
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(=O)N1CCC(NS(=O)(=O)C2CC2)CC1,0.589740638,2.423876831,-11,-12.1,1.5307,491.1184775
C[C@@H](CC#N)NC(=O)NS(=O)(=O)c1cccc(CC#N)c1,0.841038187,3.009777461,-8.2,-9.1,1.04276,306.0786613
C[C@@H](CC#N)NC(=O)C(=O)NS(=O)(=O)c1cccc(CC#N)c1,0.724930802,3.117071876,-8,-10,-0.02404,334.0735759
CC(CN)N(CC#N)CC#N,0.560068971,3.800340542,-4.7,-5.7,-0.31724,152.1061964
CC(F)CNC(=O)C(=O)N(CC#N)CC#N,0.507759094,3.679219678,-6.3,-7.7,-0.66364,226.0866038
CC(C)[C@@H](N)C(=O)NC(=O)NS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,0.652267382,2.59591183,-8.9,-11.8,2.6301,425.0812194
C=C[C@H]1CN(C(=O)C(=CCC)CCC)C[C@H]1O,0.58756855,4.101102032,-7.5,-8,2.1282,237.172879
N#CC1(c2cccc(N3CC4CN(C5CCC5)CC4C3)c2)CCC1,0.852670044,3.457260227,-9.4,-9,3.55238,321.2204979
CCC(F)(F)C(C)(C)CNC(=O)N1CC(F)(F)C[C@H]1C#N,0.811662403,3.978041563,-8.2,-9.6,3.00068,309.1464251
CCC(F)(F)C(C)(C)CNC(=O)C(=O)N1CC(F)(F)C[C@H]1C#N,0.629254341,3.999357316,-8.6,-9.6,1.93388,337.1413397
CCCc1cccc(S(=O)(=O)NC(=O)NS(=O)(=O)N2CCC[C@H]3CCCC[C@H]32)c1,0.701477559,3.348330249,-9.5,-11.7,2.5264,443.154863
CCCc1cccc(S(=O)(=O)NC(=O)C(=O)NS(=O)(=O)N2CCC[C@H]3CCCC[C@H]32)c1,0.604372263,3.465805584,-9.9,-10.6,1.4596,471.1497776
O=C(NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)N1CC(C2CCC2)C1,0.686262282,2.362802229,-10.4,-10.9,3.1795,476.0405403
CCC(NC(=O)C(=O)N1CC[C@@H](F)[C@H](OC)C1)C(F)F,0.77822547,4.006361705,-7.3,-8.4,0.7317,296.1347771
NS(=O)(=O)c1ccc(C(=S)NC(=O)N2C[C@@H](O)[C@H](C3CC3)C2)cc1,0.668643459,3.442841642,-9,-9.8,0.4218,369.0816981
NC(=S)c1ccc(S(=O)(=O)NC(=O)N2C[C@@H](O)[C@H](C3CC3)C2)cc1,0.663293196,3.302563062,-8,-10.1,0.4218,369.0816981
CCN1C[C@@H]2CN(C(=O)NS(=O)(=O)c3ccc(CCl)cc3)C[C@@H]2C1,0.817842977,3.228800006,-8.3,-9.2,1.7072,371.1070402
