smiles,qed,sas,ror_gamma_score,dhodh_score
CCc1cccc(-c2cccc(-n3cc(C(C)C)c4cc(-n5nc(CO)n(CC)c5=O)ccc4c3=O)c2)c1,0.327518036,2.836278454,0.224818483,0.862058165
CCn1c(CO)nn(-c2cc3c(C(=C)C(=O)C4CCCC4)cn(-c4c(C)cccc4F)c(=O)c3cc2F)c1=O,0.358381148,3.343130699,0.535742652,0.861349552
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1CCc1ccc(Cl)cc1,0.202536141,3.390677235,0.5163367,0.861135061
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1ccccc1F,0.439744706,2.563161909,0.431085384,0.860946332
CCn1c(CO)nn(-c2ccc3c(=O)n(C4CCC(C(F)(F)F)CC4)cc(C4(C)CC4)c3c2)c1=O,0.581170391,3.253969832,0.289560318,0.857690408
CCc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(c1cccc(F)c1)C(F)(F)F,0.234840633,3.520980363,0.443511242,0.85759362
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1cccc(F)c1,0.439744706,2.573549294,0.438009012,0.85712947
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1cccc(F)c1,0.439744706,2.573549294,0.438009012,0.85712947
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccc(F)cc4C(=O)C4CCCC4)c(=O)c3cc2F)c1=O,0.347593136,3.160711468,0.523303988,0.856637023
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C)C(F)(F)c1cccc(C(F)(F)F)c1,0.239895116,3.508821517,0.449602804,0.855047373
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1C(=O)C1CCCC1,0.568141459,2.69130639,0.536278187,0.852780495
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(Cc4ccc(F)cc4)c(=O)c3cc2F)c1=O,0.484734407,2.824635297,0.363565268,0.851932003
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cc2ccccc2Cl)ccc(O)c1F,0.232377823,3.579848049,0.514206822,0.851781208
CCCC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1F)C(=O)C1CCCC1,0.37748798,3.53308238,0.577474033,0.850508891
CCCC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)c1ccc(C(F)(F)F)cc1,0.207091417,3.465213462,0.456849332,0.849331408
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(F)ccc(OCc5cc(F)cc(Cl)c5)c4Cl)c(=O)c3cc2F)c1=O,0.217482201,3.351578788,0.344518662,0.84864956
CCn1c(CO)nn(-c2cc3c(C(C)C)cc(-c4cccc(Cl)c4)c(=O)n3cc2F)c1=O,0.49569885,3.038321707,0.332663082,0.847873507
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)c1cccc(C(F)(F)F)c1,0.188443176,3.692281552,0.516915648,0.847539883
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C)C(F)(F)C(=O)C1CCCC1,0.410025256,3.516303492,0.52326519,0.846443681
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C(O)c5ccc(Cl)cc5)ccnc4Cl)c(=O)c3cc2F)c1=O,0.257912419,3.761974561,0.427838794,0.846143959
CCn1c(CO)nn(-c2cc3c(C(C)=C)cn(-c4cc(OCc5ccccc5)ccc4F)c(=O)c3cc2F)c1=O,0.304818161,3.037014432,0.344727587,0.846138114
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(Nc4ccc(C(O)(C(F)(F)F)C(F)(F)F)cc4)c(=O)c3cc2F)c1=O,0.274769665,3.57900768,0.42987982,0.844681038
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccccc1Cl)C(F)(F)F,0.225386699,3.506202848,0.456688796,0.84302403
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C(C)(C)C)cc(C(C)C)c3c2)c1=O,0.482192581,2.905016824,0.213923397,0.841280959
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1cccc(C(F)(F)F)c1,0.329618377,2.686714112,0.438612228,0.840981022
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)ccc(Cc2ccccc2F)c1F,0.228512444,3.506211152,0.499464492,0.83798006
CCc1cccc(Cc2ccccc2Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C,0.271123129,2.8803111,0.439323219,0.837389453
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(Cc4ccc(C#N)cc4)c(=O)c3cc2F)c1=O,0.475137573,2.926273236,0.369332418,0.835410911
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cc(F)cc1CCc1cccc(C(F)(F)F)c1,0.175089733,3.620631999,0.479354682,0.834002671
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(=O)C1CCCC1,0.330566811,3.402915056,0.587412558,0.833428772
CCn1c(CO)nn(-c2cc3c(C(C)=C)cn(-c4cccc(OCCc5cccc(F)c5)c4Cl)c(=O)c3cc2F)c1=O,0.246238615,3.197028771,0.306844385,0.833100839
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccc5c(c4)CCC5)c(=O)c3cc2F)c1=O,0.491062472,3.148588866,0.28296482,0.832833451
CCn1c(CO)nn(-c2cc(OC(C)c3ccc(F)cc3F)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c1=O,0.27994307,3.345614863,0.372689164,0.831811149
CC(Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,0.428330804,3.467432812,0.41057902,0.831323363
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccccc1F,0.240368611,2.858516058,0.437566682,0.830404297
CCn1c(CO)nn(-c2cc3c(C(C)=C)cn(-c4cc(C5(c6cccc(Cl)c6)CC5)ncc4F)c(=O)c3cc2F)c1=O,0.278352907,3.536730189,0.403745176,0.829852252
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C4CCCCC4C(F)(F)F)c(=O)c3cc2F)c1=O,0.530633152,3.967128594,0.486239249,0.828251466
CCn1c(CO)nn(-c2cc(-c3ccccc3Cl)c(C(=O)Nc3c(Cl)ccc(O)c3F)cc2F)c1=O,0.330200803,2.912578088,0.38641975,0.828063183
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C(F)(F)F)cc(COCC(=O)Nc4ccc(C#N)cc4)c3c2)c1=O,0.255077195,3.114885225,0.252284775,0.82637472
CCn1c(CO)nn(-c2ccc3c(=O)n(C4CCN(C(=O)C5CCCC5)CC4)nc(C(C)C)c3c2)c1=O,0.547531375,3.028203601,0.280134374,0.826201095
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C)c1ccccc1F,0.384113674,3.129683312,0.432413185,0.825992283
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cc1c(O)cccc1F,0.256842842,3.543964216,0.494692425,0.825834735
CCn1c(CO)nn(-c2cc(F)c(-c3ccccc3Cl)c(C(C)C)c2F)c1=O,0.686760588,2.921152889,0.320280596,0.825637186
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C(=O)C4CCC(C(F)(F)F)CC4)nc(C(C)C)c3c2)c1=O,0.309345744,3.20188125,0.32213992,0.825493054
CC(CC(=O)C1CCCC1)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl,0.356492951,3.447616008,0.502214948,0.825426841
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccc(F)cc1,0.240368611,2.821172739,0.435426071,0.824349115
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C#N)cc(C(=C)C(F)(F)F)c3c2)c1=O,0.470988114,3.166428967,0.310529625,0.823855062
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C#N)cc(C(=O)C4CCCC4)c3c2)c1=O,0.420585079,2.934479281,0.294694551,0.823516076
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(F)c1,0.240368611,2.85376707,0.435079997,0.823368695
CC(Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)c1ccccc1F,0.227137194,3.652269591,0.400837515,0.823119981
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(Cc2ccccc2F)cc1Cl)C(F)(F)F,0.231092644,3.524183766,0.467283639,0.822971457
CCc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.371140717,2.758665707,0.426151929,0.822709858
CCc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.371140717,2.758665707,0.426151929,0.822709858
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccccc1F,0.308051926,2.882458811,0.4326477,0.822480656
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccccc1F,0.308051926,2.882458811,0.4326477,0.822480656
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccccc1F,0.308051926,2.882458811,0.4326477,0.822480656
CCn1c(CO)nn(-c2cc(Oc3cccc(C)c3)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c1=O,0.335443809,2.69940634,0.38193451,0.822420153
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1ccccc1C(F)(F)F,0.268251986,2.927854761,0.443162937,0.822197534
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4ccccc4C)cc(C(=C)c4cccc(C#N)c4)c3c2)c1=O,0.37572244,3.001895277,0.198630648,0.820969362
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(F)cc1C)C(F)(F)c1ccccc1F,0.261205319,3.600894931,0.445445343,0.82049187
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cc(Cl)cc(C2CC2)c1,0.183676523,3.053986104,0.485817646,0.819891423
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.472218376,2.555194415,0.42136425,0.819256787
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4nc(C(=O)Nc5cccc6c5CCC6)ccc4F)c(=O)c3cc2F)c1=O,0.285754992,3.299625493,0.374342838,0.819148788
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1Oc1ccccc1F,0.394364035,2.707228603,0.401302058,0.819033244
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1C(F)(F)F,0.35538776,2.698900791,0.433499483,0.817709567
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1C(F)(F)F,0.35538776,2.698900791,0.433499483,0.817709567
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(C)c1F,0.287135519,2.999783113,0.453386736,0.817052691
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C4CCCCC4C4CCC(C(F)(F)F)CC4)c(=O)c3cc2F)c1=O,0.352161694,4.073818278,0.553665051,0.816438698
CCn1c(CO)nn(-c2cc3c(C(C)=C)cn(-c4c(F)ccc(OC5CCN(C(=O)C(C)C)CC5)c4Cl)c(=O)c3cc2F)c1=O,0.294807828,3.513185922,0.450026266,0.816124058
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1C1(CF)CC1,0.467785418,3.169978956,0.437549455,0.815803325
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(F)cccc4Cl)cc(C(=C)C(=O)C4CCCC4)c3c2)c1=O,0.352603588,3.24069736,0.373834403,0.815788208
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1-c1ccccc1Cl,0.348902923,2.711605296,0.446670274,0.815337272
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)F)C(F)(F)c1cccc(F)c1,0.23055204,3.671562604,0.454238865,0.815126916
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccc(F)cc1,0.308051926,2.843757552,0.433225445,0.815100562
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(C(F)(F)F)c1,0.159314465,2.964609781,0.428722178,0.814784603
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1ccc(C2CC2)cc1Cl,0.227137315,3.043736243,0.480211652,0.814515888
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1C(=O)c1ccccc1Cl,0.176169019,2.832905763,0.471472705,0.814484626
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1c(O)cccc1F,0.372356554,2.943967968,0.425061333,0.814440863
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)ccc(-c2cccc(C(F)(F)F)c2)c1F,0.200661393,3.556773881,0.588223872,0.8142524
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)c1cccc(C(F)(F)F)c1,0.154088844,3.148143608,0.444222717,0.814214038
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C(=O)C1CCCC1)C(F)(F)F,0.385374807,3.647526222,0.502933377,0.81348071
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)c1ccccc1Cl,0.284337675,3.023035998,0.454790263,0.813086986
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(F)c1,0.308051926,2.877537133,0.428842227,0.81298549
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.382965936,2.786142486,0.436677448,0.812321792
Cc1nc2c(C(O)=O)cc(-c3c(F)c(F)c(-c4cccc(CNc5c(Cl)cccc5C(F)(F)F)c4)c(F)c3F)cc2[nH]1,0.133222312,3.083642735,0.204057582,0.812028963
Cc1cccc(C(F)(F)F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1C(=O)C1CCCC1,0.350659412,2.966168623,0.543342589,0.811824151
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(Cl)c1,0.27777286,2.873971119,0.439764649,0.811791994
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(-c2ccccc2C(F)(F)F)cc1Cl,0.163446406,2.967136161,0.433301597,0.811693572
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)c1cccc(F)c1,0.332270818,3.292936378,0.415098411,0.811585215
Cc1cccc(C(F)(F)c2ccccc2F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.356269342,3.035699828,0.427793338,0.811531532
Cc1cccc(C(F)(F)c2ccccc2F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.356269342,3.035699828,0.427793338,0.811531532
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1cccc(F)c1,0.382965936,2.793583766,0.434537643,0.811318357
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)c1ccccc1F,0.27203035,3.100049062,0.444084337,0.810511523
Cc1cccc(C(F)(F)c2ccccc2C(F)(F)F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.288308956,3.156539972,0.451755503,0.810391619
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1-c1ccccc1C(F)(F)F,0.266727237,2.878144651,0.41757489,0.809577315
CC(Cc1cccc(F)c1)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cc(F)cc1Cl,0.295059508,3.377751706,0.438196722,0.809457683
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1C(=O)C1CCCC1,0.471994077,2.916863888,0.537964501,0.809391669
CCn1c(CO)nn(-c2cc(Oc3cc(F)cc(Cl)c3)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c1=O,0.291889449,2.851731786,0.383183075,0.808583844
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(Cc4cccc(C#N)c4)c(=O)c3cc2F)c1=O,0.475137573,2.96005196,0.363006633,0.808396116
Cc1cccc(C(F)(F)c2ccccc2Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1O,0.344997584,3.026839595,0.434456145,0.808355242
Cc1cccc(C(F)(F)F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.335852622,2.841613325,0.425323595,0.80828063
CCn1c(CO)nn(-c2nc3c(C(C)C(F)(F)F)cn(C4CCC(C(F)(F)F)CC4)c(=O)c3cc2F)c1=O,0.4761207,3.947003744,0.357361562,0.807543701
CCc1ccccc1-c1c(F)cc(-n2nc(CO)n(CC)c2=O)c(F)c1C(C)C,0.67420972,2.97106609,0.281097833,0.80724161
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1-c1ccccc1F,0.354965123,2.74179123,0.408155838,0.807098356
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1Cl,0.405373864,2.725371405,0.447642182,0.806938275
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cccc(C(F)(F)F)c1,0.23576656,2.984876108,0.427762977,0.806915952
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(F)(F)c1ccccc1F,0.295422642,3.031421575,0.454768659,0.806556262
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1c(F)cccc1F,0.401968957,2.82060433,0.387460696,0.806397044
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cc1cc(Cl)cc(C2CC2)c1,0.227137315,3.07682855,0.477766118,0.806308224
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1-c1cccc(Cl)c1,0.234001718,2.785884337,0.427667604,0.806213787
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1C(=O)C1CCCC1,0.427588075,2.83674156,0.498810987,0.806193261
CCn1c(CO)nn(-c2cc3c(C(C)=C)nn(-c4ccccc4Cl)c(=O)c3cc2OC)c1=O,0.467250901,2.986580521,0.239387623,0.805831396
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.423285626,2.701974203,0.39425672,0.805747501
O=C(Nc1c(F)cccc1F)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1F,0.423285626,2.701974203,0.39425672,0.805747501
Cc1cc(F)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1-c1ccccc1C#N,0.390442821,2.888638365,0.415177581,0.805727483
CCCCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1C(=O)C1CCCC1,0.283949494,2.846365834,0.521854933,0.805671197
CCOc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(C)cccc1-c1ccccc1C(F)(F)F,0.290027425,2.856696712,0.434179709,0.805555675
CCCCOc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl,0.390048332,2.608475289,0.404688277,0.805468684
CC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(Nc1ccccc1C)C(=O)C1CCCC1,0.435463857,3.431557158,0.504807128,0.805290321
