smiles,qed,sas,ror_score,dhodh_score,logP,weight
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-8.6,-5.7,4.9304,625.1369061
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.277072334,3.841749662,-10.2,-7.5,5.3668,639.1525562
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-7.3,-8.5,3.2651,479.1526348
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-9.2,-3.2,6.8006,750.1809971
CNc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3ccc(C(F)(F)F)cc3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.163376993,3.460022551,-10.4,-5.9,8.6606,641.1435372
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)CC(F)(F)F)ccc2O1,0.502711605,3.294918169,-6.6,-10.7,4.1976,547.1400194
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,0.546344508,3.198438134,-6.9,-9.7,3.8075,533.1243693
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.485114787,3.330645499,-10.2,-10,5.05312,512.1238311
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180452555,3.932365577,-8.1,-4.7,7.4331,751.1650127
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,0.546344508,3.198438134,-7.9,-9,3.8075,533.1243693
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180452555,3.932365577,-8,-3.6,7.4331,751.1650127
CC(=O)N1CCCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.179320794,4.168205219,-8.8,-5,7.1907,764.1966471
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.3,-9.5,3.2651,479.1526348
COC1CN(C(=O)C2Cc3c(C(=O)CCN4CCC4C4CCC(C(=O)O)CC4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,0.345995361,4.453257393,-6.8,-3.9,4.929,704.2588473
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.5,-9.3,3.2651,479.1526348
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)c(Cl)c2)c2cc(NC(=O)OC(C)(C)CC(F)(F)F)ccc2O1,0.451963573,3.394728178,-7,-8.4,4.851,581.101047
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.384336845,-10.2,-9.5,4.53882,496.1533816
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.317979265,3.605701177,-9.2,-5.3,5.9076,627.1325697
Cc1c(NC(=O)c2ccc(C(F)(F)F)cc2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,0.528524205,2.729970794,-11.5,-10.1,5.51482,486.2242608
CCS(=O)(=O)c1ccc2c(c1)CN(C(=O)C1(OC)CC1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.469221036,3.651212545,-9.6,-10.9,3.9934,594.1259268
O=C(C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.117512851,4.049413427,-7.8,-3.6,9.4731,866.2047672
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,0.451586693,3.182430712,-9.3,-10,4.1971,571.1375748
COC1CN(C(=O)C2Cc3c(-c4c(F)cc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,0.386594626,3.996142799,-7.9,-10,5.0343,623.1246396
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.1,-8.8,3.2651,479.1526348
CC(=O)N1CCCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.179320794,4.168205219,-9.7,-5.2,7.1907,764.1966471
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180452555,3.932365577,-7.8,-4.3,7.4331,751.1650127
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)CC(F)(F)F)ccc2O1,0.502711605,3.294918169,-9.3,-8.4,4.1976,547.1400194
CC(C)(C)COc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1F,0.592238376,2.818204006,-9.9,-10.9,4.4648,474.1878753
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.317979265,3.605701177,-8.6,-6,5.9076,627.1325697
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-8.5,-6,4.9304,625.1369061
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.485114787,3.330645499,-10,-10.5,5.05312,512.1238311
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,0.451586693,3.182430712,-9.3,-11.4,4.1971,571.1375748
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)C1CCC(C(=O)O)CC1)O2,0.434772785,3.152834466,-7.5,-6,4.1362,591.2050643
Cc1cc(C(F)(F)F)ccc1Cc1c(Cl)ccc(C(=O)N2CCC(C(=O)O)CC2)c1Cl,0.605308303,2.452880627,-11.4,-10.3,5.84822,473.0772335
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-8.1,-4.8,4.9304,625.1369061
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.277072334,3.841749662,-8.9,-6.7,5.3668,639.1525562
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.485114787,3.330645499,-10,-10.2,5.05312,512.1238311
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-8.6,-4.9,6.8006,750.1809971
CC1(C)C2CCC1(c1cncc(-c3cnc(NS(C)(=O)=O)nc3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.402497245,4.874149535,-9.1,-7.5,4.2436,535.1602004
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,0.451586693,3.182430712,-8.4,-11.3,4.1971,571.1375748
CC(=O)N1CCC(C(=O)N2CC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.197392958,3.431235954,-8.4,-4.5,6.4105,736.165347
O=C(C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)N1CC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.117789616,3.576653242,-8,-4.2,9.083,852.1891171
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.384336845,-10.2,-9.2,4.53882,496.1533816
CC(=O)N1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.351937302,3.805927513,-10.3,-6.9,4.7343,638.1685406
CC(=O)N1CCC(C(=O)NC2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.183465889,4.178264157,-9.5,-4.2,7.237,764.1966471
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.384336845,-10.6,-9.6,4.53882,496.1533816
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCC(C(=O)O)CC3)C2)CC1,0.248940971,3.562253255,-8.5,-4.6,7.7756,790.2864274
CC(=O)NCC1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,0.477563586,3.345944717,-9.3,-9.6,4.6872,583.1211758
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,0.446132636,3.346675307,-10.1,-11,5.3981,532.0692087
O=C(O)C1CCC(C(=O)NC2CCC3(S(=O)(=O)c4ccc(F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4CCC23)CC1,0.270255105,4.247813742,-9.7,-6.2,6.5163,667.1638698
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.277072334,3.841749662,-9.7,-6.1,5.3668,639.1525562
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.277072334,3.841749662,-9.7,-7.2,5.3668,639.1525562
COC1CN(C(=O)C2Cc3c(-c4ccc(C(=O)O)cc4)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,0.446401775,3.756636538,-7.9,-10.9,4.7561,587.1434832
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-8.3,-5.2,6.8006,750.1809971
Cc1c(NC(=O)c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)cc23)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,0.258215993,3.203498628,-8.6,-7,5.5067,616.291037
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180452555,3.932365577,-8.6,-4.8,7.4331,751.1650127
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-7.9,-6,4.9304,625.1369061
CC(=O)N1CCCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.179320794,4.168205219,-8,-4.1,7.1907,764.1966471
O=C(O)C1CCC(C(=O)NC2CC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.295185231,3.106092296,-9.7,-10.8,4.9767,625.1369061
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.395840493,3.530352369,-8.8,-5.4,4.2979,624.1528905
Cc1c(NC(=O)c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)cc23)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,0.258215993,3.203498628,-9.7,-4.5,5.5067,616.291037
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-7.4,-4.4,6.8006,750.1809971
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-8.7,-5.3,4.9304,625.1369061
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.9,-9.2,3.2651,479.1526348
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.277072334,3.841749662,-10.2,-6.5,5.3668,639.1525562
CC(=O)NCC1CN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)ccc2O1,0.477563586,3.318543977,-7.2,-8,4.6872,583.1211758
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,0.446132636,3.346675307,-9.4,-10.5,5.3981,532.0692087
CC(=O)N1CCCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.179320794,4.168205219,-9.8,-4,7.1907,764.1966471
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-10.1,-4.8,6.8006,750.1809971
CC(=O)N1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)CC2)CC1,0.333205368,3.112163497,-10.9,-6.7,5.1244,652.1841906
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.2,-8.6,3.2651,479.1526348
CC(=O)N1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.351937302,3.805927513,-10.5,-6.7,4.7343,638.1685406
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-10.2,-5.4,6.8006,750.1809971
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.180452555,3.932365577,-7.8,-4.4,7.4331,751.1650127
O=C(O)C1CCC(C(=O)NC2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)CC2)CC1,0.158565326,3.525060178,-8.8,-4.1,8.2596,779.1963128
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-8.3,-5.2,4.9304,625.1369061
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.384336845,-9.8,-8.9,4.53882,496.1533816
COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3ccc(C(F)(F)F)nc3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.215676442,3.564122357,-10.5,-8,8.0225,643.1228017
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)C(C)(C)C(C)C)ccc2O1,0.616548076,3.130301053,-9.1,-8.2,3.5388,491.1890203
COC1(C(=O)N2Cc3cc(S(C)(=O)=O)ccc3C2C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CC1,0.505406273,3.594338848,-8,-8.4,3.6033,580.1102767
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.680513887,2.901234886,-8.5,-9.9,3.2651,479.1526348
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)CC(F)(F)F)ccc2O1,0.502711605,3.294918169,-9.2,-8.1,4.1976,547.1400194
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.52657876,3.384336845,-10.4,-9,4.53882,496.1533816
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-8.7,-5.1,6.8006,750.1809971
Cc1cc2c(C(=O)O)cc(-c3ccc(-c4ccccc4)cc3)nc2[nH]1,0.561733988,2.086187775,-9.5,-12,4.90352,328.1211778
O=C(Cc1ccncc1)NC1CCC(c2ccc(C(CF)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1,0.226214426,3.342242021,-10.2,-8.4,6.5233,634.1536395
O=C(O)CC1CCN(C(=O)c2ccc(Cl)c(Cc3ccc(C(F)(F)F)cc3)c2Cl)CC1,0.584725628,2.393255559,-9,-9.6,5.9299,473.0772335
O=C(O)C1CCC(C(=O)N2CC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.18692461,3.462016466,-8.6,-4.7,7.043,737.1493626
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(C(F)(F)F)cc1)C(F)(F)F,0.463712005,3.322163534,-9.9,-6.7,5.1101,532.134538
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)c(Cl)c2Cl)s1,0.362224238,3.471372646,-8.6,-8.8,5.5039,639.0596301
CCS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.56364549,3.324445767,-10,-10.6,3.8343,538.0997121
Cc1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.485114787,3.330645499,-10.3,-10.6,5.05312,512.1238311
CN(C)C(=O)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,0.685049172,1.579262151,-10.2,-12.3,4.7224,301.1466642
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)C1CCC(C(=O)O)CC1)O2,0.434772785,3.152834466,-6.4,-4.9,4.1362,591.2050643
CC(=O)N1CCC(C(=O)NC2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.351937302,3.805927513,-10.1,-7,4.7343,638.1685406
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.348096589,3.567125548,-7.6,-5.6,4.9304,625.1369061
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)C1CCC(C(=O)O)CC1)O2)C(F)(F)F,0.350455234,3.416159473,-7.4,-7.3,4.6786,645.1767988
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.187029216,3.902470834,-7.3,-3.5,6.8006,750.1809971
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)C1CCC(C(=O)O)CC1)O2,0.434772785,3.152834466,-6.6,-6.5,4.1362,591.2050643
CC(=O)N1CCC(C(=O)N2CC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.197392958,3.431235954,-9.3,-6.5,6.4105,736.165347
